job_title,applicantsCount,date_posted,job_desc,remoteAllowed,company_name,companyUrl,job_functions,industry,job_type,url
Enterprise Architect - Energy & Utilities,1.0,2022-02-14,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.

 Job Category Customer Success Group Job Details 

The Enterprise Architect (also known as Program Architect) is an instrumental service at Salesforce Industries, partnering with our leading customers to fully maximise their investment in the Salesforce Industries out-of-the-box product and implement the platform as it was designed. This ensures our customers deploy a solution that is fast to market, highly performant and scalable, and allows them to realize the overall business objectives of their digital transformation program.

Built In Partnership With Salesforce, It Is 100% Native And Additive To The Salesforce Platform With 3 Fundamental Layers

Salesforce Industries serves the world’s largest companies with the most complete and innovative suite of industry-focused, customer-centric & omni-channel solutions.
 An extensive industry-specific data model.  A complete set of industry-specific business processes and integrations.  A full range of industry-specific omni-channel experiences and apps (including sales, marketing, service, enterprise product catalog, CPQ, contract management, order management and commerce solutions). 
Salesforce Industries has invested over $100m in R&D to extend Salesforce and deliver these industry-specific capabilities as out-of-the-box products. This has all been designed and built in complete collaboration with the Salesforce engineering teams.

These out-of-the-box products support our customers’ rapid time-to-market, simplified processes, increased agility and ongoing innovation. All at a lower cost of ownership to the business. However, these business advantages are only gained if the out-of-the-box product is fully leveraged, implemented properly and deployed as designed. This demands a complete and comprehensive understanding of the out-of-the-box product supported by strong program governance and deep enterprise architecture experience.

This is where Salesforce Industries’ Program Architects delivers a critical service. With your unique combination of deep Salesforce, Salesforce Industries, Enterprise Architecture and Industry experience, you have the knowledge and expertise to ensure that our customers are fully leveraging their investment in the platform and taking full advantage of the out-of-the-box functionality.

As a Salesforce Industries Program Architect, you will have 10+ years of industry experience, undergo the most rigorous and comprehensive Salesforce and Salesforce Industries training, collaborate with our engineering teams on a daily basis, and have complete coverage of the Salesforce Industries out-of-the-box product at every layer.

Salesforce Industries' Program Architects are aware of every element of the industry data model, every business process available in the library, and every component of the omni-channel user experience. This means that when our customers have a business requirement that needs addressing, you understand how to deliver it using the out-of-the-box capabilities and avoid the need for customisation.

As a Salesforce Industries Program Architect, you will not be an additional resource on the project team or compared to a traditional services role. Rather, your role brings a very specific range of strategic, industry, Salesforce, Salesforce Industries, and CRM architecture skills to the table. Your value maps directly to the business value gained through leveraging the Salesforce Industries product 100% with the resulting rapid time-to-market, simplified processes, increased agility and ongoing innovation. Not to mention the cost avoidance of customization, deployment delays, errors with mission critical systems, and the inability to take advantage of ongoing innovation and upgrades.

From our experience, the overall success of any digital transformation program, which is often a significant investment, is directly tied to the strategic involvement of a Salesforce Industries Program Architect from the start.

Responsibilities
 As a Salesforce Industries Program Architect, you are partnering with our leading customers to fully maximise their investment in the Salesforce Industries out-of-the-box product and implement the platform as it was designed.  You will be responsible for ensuring our customers deploy a solution that is fast to market, highly performant and scalable, and allows them to realise the overall business objectives of their digital transformation program.  It will be your responsibility to collaborate with our customers full-time, at the most senior level, to understand and execute against their long-term business strategy.  You must build relationships at CxO, Business, IT and Enterprise Architecture level within the customer. Being able to engage and influence leaders across the customer team is critical to this role.  You will be responsible for the overall Salesforce Industries architecture and design, providing best practice guidance and patterns to our customers, their partners and the implementation team.  You will take a lead role in ongoing governance meetings and have the confidence to voice your opinions and challenge issues that you feel impact the program’s success.  You will maintain a deep knowledge and understanding of the industry vertical, and continually undergo the most vigorous product training and certification.  You will be responsible for maintaining a complete awareness of the Salesforce Industries out-of-the-box product allowing you to support a product-led design approach from your customer.  You will maintain your certification across all enabling platforms including Salesforce, Salesforce Industries and Amazon AWS.  You will establish a direct line into the Salesforce Industries Product Management, on behalf of the customer, representing their needs and aligning on future roadmap and new release priorities.  You will contribute to the growth of Program Architecture program globally, mentoring new team members in being successful in the role. 
Experience
 10+ years of enterprise architecture consulting experience in the Energy & Utilities (Oil & Gas / Power distribution ) industries spanning large organizations and enterprise platforms such as Salesforce, Salesforce Industries, Oracle, SAP , Siebel & Microsoft  5+ years of experience as a Senior Architect and/or CTO in a mid-to-large sized organization. Successfully demonstrated leadership and influential skills in a complex organization.  Experience with key areas of enterprise architecture including Cloud, Integration Technologies, Master Data Management, AWS and CDNs.  Hands-on experience with Agile Implementation Frameworks.  Proven ability to analyze, design, and optimize business processes via out-of-the-box product, technology and integration.  Success in guiding customers and colleagues in rationalizing and deploying emerging technologies that drive increased business value.  Accomplished speaker with the ability to evangelize best practices at various levels within a large organization, SIs or a combination of the two.  Excellent communication skills, both written and verbal. Able to effectively develop materials that are appropriate for the audience.  Strong presentation skills. Able to effectively present and defend a point of view to a variety of audiences.  Ability to work independently and be a self-starter across the following domains: front- and back-end solution architecture, web/mobile solutions, development and release management strategies, change management, and direct leadership in designing solutions that meet or exceed customer needs.  Travel to the client site an average of 30% but may be higher or lower based on the client engagement. 
Technical Skills
 Salesforce Industries Certification Preferred.  Salesforce Certification Preferred (Admin, Developer, Sales and Service Clouds).  Prior platform experience at SAP / Oracle EBS / Microsoft Dynamics / other ERP suite  Product Catalog and CPQ experience (Apttus, Siebel, Amdocs).  Extensive experiences with integration platforms that support large, mission-critical volumes.  Understanding of Integration Patterns and Enterprise Component architecture.  Understanding of DevOps and Release Management for large transformation projects.  Understanding of Mobile and Lightning Style frameworks and channels.  Ability to get hands-on to solve problems and demonstrate certain development patterns.  Ability to use Google and Microsoft productivity tools. 
Desired Certifications / Qualifications
 Salesforce Certification Preferred (Admin, Developer, Sales and Service Clouds).  TOGAF and Industry Architecture qualifications.  Solid understanding of industry regulations such as HIPAA and GDPR.  Agile Methodology certification such as Scaled Agile Framework. 
 Accommodations 

If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form .

 Posting Statement 

At Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at Salesforce and explore our benefits.

Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org .

Salesforce welcomes all.

",False,Salesforce,https://www.linkedin.com/company/salesforce,Information Technology,"Computer Software, Information Technology & Services, Internet",permanent,https://www.linkedin.com/jobs/view/2952812212/
Cloud Engineer,240.0,2022-02-14,"DescriptionThis job position is suitable for individuals who are constant learners, problem solvers and multi-taskers. Candidates who thrive in a fast-paced environment, steps up to face challenges, and are able to deliver results, are welcome to apply. We are looking for candidates who are interested in doing Implementation and Operation for Cloud Infrastructure. ResponsibilitiesResponsible for Implementing and/or Maintaining cloud infrastructure in AWS, Azure and Google Cloud for Xtremax CustomerProvide support related to customer issue with the Cloud Infrastructure.Work closely with IT security to monitor privacy and develop incident-response proceduresRequirementsAt least 2 years of hands-on experience in managing network, infrastructure, managed service in AWS, Azure or GCPHave at least one cloud certification (with same level or higher) E.g. : AWS Certified SysOps Administrator – Associate;Microsoft Certified: Azure Administrator Associate;Google Cloud Certified Professional Data Engineer.Good knowledge of at least one operating system: Linux, WindowsGood understanding of networking will be more preferable: TCP/IP, IP addresses, HTTP, DNSKnowledge of some basic security concepts (User Management, OS Hardening)Good communication skillsCancidate with scripting skill (Powershell, Bash, Python, NodeJs, etc), will be extra value.


""By submitting your resume/CV, you consent and agree to allow the information provided to be used and processed by or on behalf of Xtremax Pte Ltd for purposes related to your registration of interest in current or future employment with us and for the processing of your application for employment. The personal data held by us relating to your application will be kept strictly confidential and in accordance with the PDPA. You may also refer to our Privacy Policy for more details here: https://www.xtremax.com/privacy-policy ""  We regret to inform you that should you not consent to providing the necessary data required for us to process your application, your application will be considered void"".",False,Xtremax,https://www.linkedin.com/company/xtremax,"Engineering, Information Technology",Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2767059798/
"Cloud Account Sales, ASEAN",39.0,2022-02-14,"The Cloud Account Sales will be responsible for ensuring awesome customer experience for our Cloud One Customers. You will be work closely with marketing, Trend sales and AWS Sales teams to ensure that customers get the right purchasing path when considering our solutions. This job entails management of inbound and outbound leads and other methods to target, qualify and to sell new prospects.

Job Description
The Scope:
The Cloud Account Sales (ASEAN) will be responsible for providing business leadership and management to strategic accounts. While working with the Field Account reps, You will build and execute a plan on how to generate activity, build relationships, develop opportunities and engage resources while maintaining customer satisfaction within the accountCollaborate with Marketing, Sales and Partner Sales teams to ensure that customers get the right purchasing path when considering our solutions.You will be working with the Regional cloud sales team to identify key growth areas within the territoryYou will work with Field Account Managers who owns the account to help themBuild relationships with the DevOps Engineers or the Builders within customer organizationDrive activity for customers to understand how to secure their cloud environmentsWork on how to structure opportunities within the Public Cloud marketplacesYou will be working with Cloud Service Provider’s account Managers to:Build a cohesive execution plan to drive customer successReview progress on deals on accounts
 The Person:
Bachelor’s Degree or diploma with prior experience in selling software or technology with inside sales and channel experience, where the target customers have been large enterprise organisations engaging with IT, Cloud and or Security teams.Travel is about 30% of the time, and flexibility to support the assigned territory is needed.Flexibility to support the assigned territory is needed.Flexible and tenacious, someone whom are able to handle a level of ambiguity and just press on.Superior communication and presentation skills.Ability to use communication skills to regularly exchange information, escalate issues and effectively share expertise within and outside (To the clients) of the team.CRM system utilisation –Salesforce.com a plus.",False,Trend Micro AMEA,https://www.linkedin.com/company/trend-micro-amea,"Sales, Business Development, Information Technology",Computer & Network Security,permanent,https://www.linkedin.com/jobs/view/2915198879/
"Financial Services Advisory, Head of Cloud & Data Centre-of-Excellence",37.0,2022-02-14,"Job description:

 Job Description The KPMG financial services advisory team assists banks and capital market sectors in managing their day-to-day business challenges and developments. We support our financial services clients on multiple diverse consulting projects that include: 

  Business growth (e.g. market entry, customer insights, merger and acquisitions support)  Operational process improvements  Organisation-wide functional (re)design  Change management and project management  Digital and technology enablement  Programme management support Data driven transformation   As KPMG embarks on a rapid growth strategy to become the preferred data driven strategy execution firm in South East Asia, we established the propositions in data driven transformation, and cloud & data center-of-excellence for all the different line of businesses to serve our clients. The ideal candidate should have experience in digital and data driven transformation while working for cloud providers, consulting firm or financial services organisations. 

 This role involves: 

  Champion Cloud Technology & Data Centre-of-Excellence vision, strategy, and capabilities across data driven transformation proposition  Build new market entry strategies and drive transformative changes in our clients  Engage with C-Level executives across a diverse geo and to influence strategic solution development and deployment that unifies cloud into unique and differentiated offerings to support global revenue growth and adoption/utilization targets  Lead and deliver complex client engagements that analyze technology environment, enterprise specifics and requirements for large-scale businesses  Support the safe delivery of large transformation projects for KPMG by designing the safe and engineered delivery of change  Articulate the value-add and business impact of technology solutions to clients of different levels, across technical, functional and security aspects  Responsible for sales and conversion of large transformation projects from end to end bid management to enterprise solution design and delivery  Act as the SME within KPMG to design complex transformation change across the clients’ operating model, and champion for data drive transformation propositions and frameworks   ⠀ The ideal candidate should possess: 

  Bachelor’s Degree in Computer Science, Information System, IT or equivalent  Minimum 15 years of working experience in IT system implementation with proven experience on delivering transformation projects such as system modernization, process re-design, operational efficiency, branch transformation  Demonstrated experience in leading the strategy, plan and design of IT roadmap and solutions to support business and operations across the organization  Demonstrated ability in providing technical leadership partnering with internal teams as well as key external business partners  Excellent working experience with cloud technology and providers such as MS Azure, GCP, Ali Cloud, Tencent Cloud, etc.  Professional certifications in AWS, MS Azure, Government Commercial Cloud (GCC) or Government Private Cloud (GPC) will be an added advantage  Proficiency in Python, Java, SQL, AI related frameworks (NLTK, Spacy, Scikit-Learn, Tensorflow)  Experience in large data warehouses, Big Data technologies, infrastructure components, ETL/ ELT and reporting/analytic tools  Experience in designing solutions utilizing one or more emerging technologies (e.g., cloud, AI and machine learning) to deliver business value which are secure, scalable, reliable and effective for adoption  Strong client and stakeholder management abilities coupled with excellent communication, written, analytical, organisational and problem-solving skills ",False,KPMG,https://www.linkedin.com/company/kpmg,Consulting,Financial Services,permanent,https://www.linkedin.com/jobs/view/2918457407/
Enterprise & Cloud Data Security Consultant,90.0,2022-02-14,"Our CompanyHitachi Vantara is part of the Global Hitachi family. We balance innovation with an open, friendly culture and the backing of a long-established parent company, known for its ethical reputation. We guide customers from what’s now to what’s next by unlocking the value of their data and applications to solve their digital challenges, achieving outcomes that benefit both business and society.
In Hitachi Vantara, we are committed to ensure that our customer’s data are protected in all the projects we delivered. We are looking for an Enterprise & Cloud Data Security champion that will work with project teams to secure different components in our customers architecture landscape. You will ensure that all bolts and nuts are tightened, there are no leakages; all the doors are locked, and windows shut so that our customers are able to sleep soundly at night. You will be the Guardian of the Data Universe.

Requirements:Bachelor’s or Master’s Degree in Computer Science, Data Science, Engineering, or related fields.Worked on securing different parts of an on-premise and cloud solution.Worked on a cloud platform, Azure, AWS, GCP etc.Implemented SSL for Enterprise & Open-Source Products and Tools.Worked with Single Sign On solutions, eg KeyCloak, IdentityServer, Azure Active Directory etc.Worked with security protocols like OpenID Connect, Kerberos, SAML 2.0, OAuth 2.0 etc.Understanding of ways to do encryption at rest, in use and at transit.Experience in O/S and database security.Understanding of networks and firewalls, and penetration tests.Strong Trouble-shooter.

Good to have, but not necessary:Understanding of Enterprise Access Management solutions, eg Okta, CyberArk etc.Understanding of SQL ingestion, and how to prevent them.Able to code in Python or a scripting language.Able to write SQL.Understanding of data ingestion.Experience in Machine Learning in log analysis, network data anomalies etc.

We are an equal opportunity employer. All applicants will be considered for employment without attention to age, race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.",False,Hitachi Vantara,https://www.linkedin.com/company/hitachi-vantara,Information Technology,Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2884652907/
Cloud Architect,64.0,2022-02-14,"JOB SUMMARY
We are a Cloud Enterprise Business Unit, involved in designing, planning and implementing end-to-end cloud infrastructure for various customers. We are looking to hire a Cloud Architect to embark on a meaningful career with us. You will join MSS on our journey as a key technology partner to our customers to design, solution, and integrate products to build enterprise cloud systems. You will also lead the team to drive standards in design and implementation.
Working closely with the Project Manager, Technical Leads and Software Architect, you will function as part of the MSS Cloud Enterprise Business Unit, to collaborate and deliver a holistic project implementation. 
As the technology landscape is fast evolving, you can expect opportunities to continually advance and further your skillset and knowledge of new technologies. MSS will equip you with the necessary tools for you to reach your potential in both soft skills and technical skills.  RESPONSIBILITIES
Plan, execute, monitor and control the various Technical aspect of the Project.Manage or participate in new setup or upgrade of system/network infrastructure projects.Responsible for designing and solutioning end-to-end requirements.Participate in RFPs, RFQs, RFIs and preparation of tender proposals.Provide project documentation and reportsDiagnose and rectify technical issue  REQUIREMENTS Minimally with Diploma/Degree in IT 2+ years of experience in Cloud Infrastructure implementation/design/solutioningExperience in Windows server OS, Unix/Linux OS in virtual environmentsStrong knowledge and hands-on experience with Virtualisation and Hypervisors, Nutanix platform preferred. NCP/NCM certification will be an added advantage.Strong knowledge in VPN, firewalls and other security appliancesStrong knowledge in network switches/routersStrong knowledge in Container technology and various platformsDeep understanding of various IT functionalities that make up a complete IT System InfrastructureExcellent written and verbal communication to convey technical ideas to both technical and non-technical audiences and contribute within a team environmentPro-active, dynamic and with good analytical/conceptual thinkingAble to work independently as well as in a team and good interpersonal skills",False,ST Engineering,https://www.linkedin.com/company/st-engineering,"Engineering, Information Technology","Computer Hardware, Computer Networking, Computer Software",permanent,https://www.linkedin.com/jobs/view/2880922302/
Data Analyst,294.0,2022-02-14,"NCS is a leading technology services firm with presence in Asia Pacific and partners with governments and enterprises to advance communities through technology. Combining the experience and expertise of its 10,000-strong team across 55 specialisations, NCS provides differentiated and end-to-end technology services to clients with its NEXT capabilities of digital, cloud, platforms as well as core offerings in application, infrastructure, engineering and cyber security. NCS also believes in building a strong partner eco-system with leading technology players, research institutions and start-ups to support open innovation and co-creation. For more information, visit ncs.co
We are committed to a safe and healthy environment for our employees & customers and will require all prospective employees to be fully vaccinated
Your scope should mainly cover:Work closely with the project team to develop and validate the data analytics applications under the guidance of the Product ManagerConduct detail requirements gathering and clarify requirements with the end user(s), when required, to formulate, translate and refine their business questions into technical and analytical requirementsAssist with the design and maintenance of interactive dashboards as well as the associated authorisation that meet business, technical and security requirements, using the established processes and available tools on the Authority's Enterprise DataAnalytics Platform, within the stipulated timeframe and allocated effort Implement the interactive dashboards in accordance to the design specifications and work closely with the data integration team to extract, transform and load the required data from the sources systems into the data store.Ensure optimal design of the dashboards/reports with due consideration for user- experience and system performanceWork closely with project team to analyse data, identify trends and build machine learning models during development phase to address business needsProvide and maintain documentations according to the Authority's Quality Management
The ideal candidate should have or possessMasters or Degree a quantitative discipline (e.g. statistics, computer science, data analytics, operations research, or robotics) or equivalent practical experience Minimum two (2) years of experience in designing and developing applications using Informatica. Minimum one (1) year of data manipulation experience in SQL. Experience in dimensional modelling, data warehousing techniques (e.g. data cleansing, merging and other data manipulation tasks) would be advantageous. Knowledge of methodology and techniques in software testing, and techniques in security vulnerability assessment and testing would be advantageous. Possesses good planning and coordination skills with strong ability to work independently, efficiently and as a team, manage timelines and expectations, and is responsible and conscientious in producing high quality deliverables (which mimimally include documentation, presentations, and prototypes). Possesses strong writing, verbal communication and presentation skills.",False,NCS Group,https://www.linkedin.com/company/ncs-group,"Information Technology, Analyst, Consulting",Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2891043622/
Cloud Architect,208.0,2022-02-14,"Cloud and Infrastructure Architect is responsible for designing and implementing the underlying on-premise cloud and hosting architecture as well as integration of IT infrastructure components to support the Singapore government future cloud computing requirements to meet business requirements and comply with IT governance framework. This requires envisioning the client’s services, insight into client’s business, leading architecture planning, technology roadmaps and coordinating technology consultants in the design and implementation of the solutions while planning for risk and growth. Candidates may be expected to take on operation support role after the completion of the project implementation.

What to Expect:Architect complex cloud/hosting infrastructure solutions for the Singapore government.Identify technology trends especially with major vendors that may support or impede the success of the business.Evaluate and identify appropriate technology platforms for delivering the client’s services and work with the division’s technical team to produce integrated platforms and service designs.Participate in tendering and deployment of new or enhanced cloud/hosting infrastructureMaintain up-to-date knowledge of technology standards, industry trends, emerging technologies, and software development best practices.Participate in development of technology standards and best practices to help agencies in their deployment of applicationsEngage stakeholders and present in forums on technical solutions and best practices.Manage system integration efforts to ensure that the entire system is built in an efficient and robust manner towards a high level of maintainability, reliability and availability.Support systems to ensure high degree of usability that is balanced with stringent security requirements.Operating and supporting the IT infrastructure and services implemented to meet prescribed service levels.Develop and implement appropriate central ICT governance as well as performance management framework, to ensure continuous improvement.Review and improve work processes based on best practices in industry, specific to service support operations for Government IT infrastructure.Ensure that project implementation and operations are aligned to Government technology standards and policies.
Qualifications:Degree in Computer Science, Computer or Electronics Engineering or Information Technology or related disciplinesMinimum 10 to 12 years of relevant IT experience in deploying and managing complex IT infrastructure systems and services, preferably in a Singapore public sector organisation.Minimum 5 years of relevant working experience, with proven records of having utilized architect design capabilities in the area of infrastructure management for both on premise and Cloud workloads.Working experience in IT operations either in an external IT service provider organisation or internal IT department within an organisation is an added advantage.Have good and current working experience with technologies such as virtualization, cloud platforms such as Azure, AWS, GCP, Open Stack and others, networking, security, storage, hyperconverged platforms, and software defined network.Strong technical skills with working knowledge and experience in ICT infrastructure architecture including server technologies, virtualization, middleware, service-oriented architecture, database and storage technologies.
Recommended Qualifications:Cloud Certified Administrator (any platform)MCSA/MCSE for several key Microsoft productsVCP for VMware",False,Capgemini,https://www.linkedin.com/company/capgemini,"Consulting, Information Technology",Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2891298133/
Cloud Sales Specialist - Singapore,45.0,2022-02-14,"Work closely with the team and clients to deliver solutions that solve our clients’ business challenges and cultivate relationships with clients’ executives through both in-person meetings and other communication channels.Provide leadership, inspiration, mentorship, guidance and career development to members of your team. Identify and coach future leaders of the organisation.Scale your team by capitalising on opportunities for increased effectiveness and efficiency by driving key automation and productivity initiatives.Execute projects involving quantitative analysis, industry research and strategy development.Be quantitative in your approach to team strategy using data to make strategic changes as the team size grows.Create and achieve a sales pipeline to achieve the targets set for the segment.",False,PointStar,https://www.linkedin.com/company/pointstar-group,"Information Technology, Consulting",Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2920688856/
Cloud Solutions Architect,60.0,2022-02-14,"Job Description (Roles & Responsibilities)
· Serve as a key technical member of the Solutions Architecture team in helping to enable partners and ensure partner success in building partner practice, capabilities, and solutions on the Huawei Cloud platform.· Scope each partner engagement, with attention towards clear and well-defined objectives and success criteria.· Provide the architectural guidance and recommendations necessary to promote successful partner engagements validating POCs, SOWs, new solutions and architecture designs.· Demonstrate vision, creativity, business acumen and deep Huawei Cloud knowledge in jointly developing industry and vertical partner solutions.· Own each technical enablement and engagement, and help ensure a timely and successful delivery of value. (delivery of actual solutions to be done by Huawei partners)· Capture and share best-practice knowledge amongst the solution architect community.· Understand the Huawei market segments, customer base, and industry verticals.· Understand and exploit internal Huawei systems.· Share partner and customer feedback to internal product management and engineering teams to help drive improvements.
As a Partner Solution Architect focused on our strategic alliance partners within Huawei Cloud, you will have the opportunity to help shape and take initiative to produce results on a strategy to build mind share and broad use of the Huawei Cloud platform across our partner community.

BASIC QUALIFICATIONS
· Be familiar with the functions, principles, and architecture of one or more domains of the public cloud or private cloud. Basic programming knowledge or development experience is preferred.· Highly technical and analytical, possess 8+ years of current solution architecture (implementation/consulting) experience· Experience in technology/software sales or pre-sales consulting.· Presentation skills with a high degree of comfort speaking with executives, IT Management, and developers· Ability to communicate fluently in Mandarin and English, in technical and business settings

PREFERRED QUALIFICATIONS
· Experience working within partner and consulting organizations· Experience migrating or transforming legacy customer solutions to the cloud· Previous experience with Huawei Cloud is a plus· Experience with a programming or scripting language.",False,Huawei,https://www.linkedin.com/company/huawei,"Sales, Consulting, Information Technology","Telecommunications, Information Technology & Services",permanent,https://www.linkedin.com/jobs/view/2918452454/
AWS Cloud Consultant Graduate Programme (Fresh Grads are Welcomed To Apply!),149.0,2022-02-14,"As an FDM consultant, you could be working with our clients across a number of functions and departments in order to help them achieve their business objectives. You will receive full training at the FDM academy, as well as ongoing professional development and support, to ensure you are able to start making a difference from day one! FDM is a FTSE 250 employer operating across Asia-Pacific, the UK, mainland Europe and North America. We provide various opportunities for our consultants to work in technical roles alongside some of the world’s biggest brands including RHB, Ernst & Young and Avaloq to name a few.
Your career starts here.FDM has teamed up with AWS re/Start to offer a full-time skills development programme, open to graduates who are looking to jumpstart their career working in Cloud Computing Engineering.The AWS Cloud and IT Fundamentals online training will allow you to gain the technical skills you need for an entry-level cloud role. You will have the opportunity to learn through real-world, scenario-based applications, labs and coursework, while also focusing on professional skills such as adaptive communication, time management, resume building, and interviewing to prepare for employer meeting and interviews.
As an FDM Cloud Computing Engineer Consultant, you will gain invaluable hands-on experience while helping large organizations make the shift from traditional IT methods and overseeing all technological tasks involving the cloud. You will have the opportunity to create breakthrough cloud environments, as well as diagnose and fix issues to improve existing cloud-based systems to revolutionize business.
Once you have completed training, you will work with one or more of our clients in Singapore for a minimum of two years. A career in Cloud Computing Engineering suits those who are interested in understanding the root cause of a problem and are passionate about learning outside of their current knowledge set. After the two years, you can remain with FDM or you may have the opportunity to transition to an in house role at FDM or to carry on working with the client as a member of their permanent team. What we offer you:Industry recognised training and qualificationsKey skills development e.g. stakeholder management, communication, planning and Microsoft ExcelA minimum of two years commercial experience working with some of the world’s most reputable organisationsMentoring and on-going support throughout your career with FDM Essential experience and skills required:Eligible to work in SingaporeExcellent communication skills in English and an ability to build relationshipsAmbitious, with a drive to succeed within the technology industryEducated to degree levelStrong analytical ability and problem solving skillsGood decision making skills within fast-paced environmentsBe able to commit to two years with FDM upon completion of the training period
How can I apply?With the world at your fingertips, all you have to do is click apply. To find out more about our graduate opportunities, please visit https://www.fdmgroup.com/en-sg/sg-home/",False,FDM Group,https://www.linkedin.com/company/fdm-group,"Information Technology, Analyst, Consulting",Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2886302054/
Cloud Container Engineer,4.0,2022-02-14,"Main Responsibilities
 Implement and improve monitoring and alerting. Build and maintain highly available systems on Kubernetes. Implement and manage CI/CD pipelines.
Skills
 Docker/Kubernetics Scripting",False,Unisoft Infotech Pte Ltd,https://www.linkedin.com/company/unisoft.sg,"Engineering, Information Technology",Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2921291056/
Junior Cloud Engineer,250.0,2022-02-14,"DescriptionThis job position is suitable for individuals who are constant learners, problem solvers and multi-taskers. Candidates who thrive in a fast-paced environment, steps up to face challenges, and are able to deliver results, are welcome to apply. We are looking for candidates who are interested in deployment, storage, backup, networking, and cloud solutions.
ResponsibilitiesResponsible for implementing and Maintaining cloud infrastructure in AWS, Azure and Google Cloud for Xtremax CustomerEnsure that all OS and software are up to date to support the cloud infrastructureProvide support related to customer issue with the Cloud Infrastructure.Work closely with IT security to monitor privacy and develop incident-response proceduresRequirements
Good knowledge of at least one operating system: Linux, WindowsFamiliar with Infrastructure technology such asLinux : Nginx, Apache, Linux Repo, SquidWindows : Windows AD, DNS, WSUS, IISGood understanding of networking will be more preferable: TCP/IP, IP addresses, HTTP, DNSKnowledge of some basic security concepts (User Management, OS Hardening)Good communication skillsHas experience in AWS (EC2, VPC, S3, RDS, Load Balancing, Route53, VPC Private Link) and/or Azure (VM, VNet, Storage Account, Azure LB, Azure SQL, Private Endpoint) will be more preferableCandidates with AWS/Azure certification are preferredCancidate with scripting skill (Powershell, Bash, Python, NodeJs, etc), will be extra value.Fresh graduate with passion and related knowledge are welcome
""By submitting your resume/CV, you consent and agree to allow the information provided to be used and processed by or on behalf of Xtremax Pte Ltd for purposes related to your registration of interest in current or future employment with us and for the processing of your application for employment. The personal data held by us relating to your application will be kept strictly confidential and in accordance with the PDPA. You may also refer to our Privacy Policy for more details here: https://www.xtremax.com/privacy-policy ""  We regret to inform you that should you not consent to providing the necessary data required for us to process your application, your application will be considered void"".",False,Xtremax,https://www.linkedin.com/company/xtremax,"Engineering, Information Technology",Information Technology & Services,permanent,https://www.linkedin.com/jobs/view/2768820415/
