job_title,company,salary,job_type,years_experience,tech_stack,job_description,industry,function,roles,date_posted,url
"AWS Sponsorship Program Manager, APJ",Amazon Web Services Singapore Private Limited,"['132000', '240000']",permanent,"['10', '15']","['Tableau', 'Cloud Computing', 'Amazon Web Services', 'sponsorship', 'Budgets', 'Customer Experience', 'Exceptional Customer Service', 'Program Management', 'sponsorship sales', 'Project Timeline', 'Attention To Detail', 'zendesk', 'Time Management', 'Marketing Management', 'Articulate', 'sponsorship management ']","Passionate about identifying and communicating mutually beneficial customer and partner propositions and benefits Strategic, detailed and self-directed sponsorship leader sought to grow and manage Partner participation in Amazon Web Services (AWS) flagship events and sponsorship programs. The Sponsorship Program Manager supports multiple sponsorship programs, with a focus on AWS Summits, one of the leading customer conference for the cloud computing community.
Our ideal candidate will set new benchmarks for sponsorship retention, customer experience, and sponsor satisfaction. They bring a wealth of account management and sales experience, combined with strong program and operational excellence. The role will have oversight of key sponsorship departments including Sponsor Enablement (Partner Success and Customer Service) and Program Management (Project Timeline Management and Agency Efficacy). They will collaborate with our operations team to enable sponsoring Partners with tools to drive greater value for their sponsorship investment. In addition, they will build stronger synergies with our Partner Development, Partner Marketing, Events, and other internal stakeholders to scale the sponsorship program to a broader set of AWS Partners.
Our ideal candidate has passion for sponsorship, enthusiasm for our mission to connect AWS Partners to cloud computing enthusiasts, and talent for managing complex programs and coming up with creative solutions. You have worked on a sponsorship program or in the partner development ecosystem, have familiarity with AWS products and services and evidence of an ability to construct and scale a partner sponsor success program. This candidate must be strategic and understand how to execute effectively with changing priorities and in a virtual (hybrid) event world.
Responsibilities
Spearhead, create and own the Sponsor Enablement function focused on partner sponsor success and experience in collaboration with the Sponsorship Operations team.
Own relationships with and provide exceptional customer service to assigned sponsors and internal stakeholders.
Set and exceed sponsorship revenue goals, targets and KPIs
Develop sponsorship project plans including demand generation, communications, content delivery, production / execution, and go-to-market.
Find scalable ways for sponsors to ramp up adoption of our tools, processes, and deadlines.
Continuously find automated touch points to increase sponsor satisfaction, drive incremental sales, and improve retention with contracted sponsors.
Develop a trusted adviser relationship with strategic Partner accounts and sponsors.
Work directly with Partner Team leaders and Partner Marketing Managers to cultivate new sponsorships and service strategic partner relationships.
Build and deliver a series of webinars and tutorial videos educating Partners on how to get the most value from their sponsorship.
Create documentation to help scale onboarding efforts that can be delivered through a self-service knowledge base, FAQs, and explainers.
Be a customer experience expert and understand all optimal workflows that streamline the sponsorship experience.
Identify onboarding and servicing challenges, and use analytics to support your recommendations.
Partner with Demand Generation team to execute automated email nurture campaigns pre- and post-purchase directed at AWS Partners that optimizes sales, onboarding, and enablement.
Understand and leverage the use of internal Amazon systems.
Guide efficacy of 3rd party agencies who support sponsorship execution.
Basic qualifications
5+ years of relevant work experience in global sponsorship management, partner ecosystem development and/or marketing program management.
3+ years experience with Salesforce, ZenDesk, Marketo, Tableau, CVENT or other industry marketing tools.
Relevant work experience in event marketing management (2,000+ attendee virtual and physical conference with multi-tier sponsors), marketing program management, sales and/or sponsorships in APJ
Experience managing marketing programs with budgets of $5M+.
Preferred qualifications
Demonstrated an ability to construct and build new processes and systems
Decisive, action-oriented, and able to motivate, inspire and lead cross-functional teams in different geographies and business units
An excellent verbal and written communicator who can articulate a message clearly and use simple language that audiences can understand
Can conduct presentations and share insights to gain alignment with internal and external stakeholders at all levels of seniority
Excellent time management, budget and resource management and planning skills
Ambitious self-starter with demonstrated ability and willingness to roll up sleeves and execute to get the job done
Strong drive for results, with ability to manage independently and to take calculated risks
Attention to detail, excellent organization skills and ability to manage multiple projects at once
Proven track record of launching new programs to increase Partner retention and grow revenue
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",['Other'],['IT'],['Other Software/Hardware/EDP'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=4950824&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
Lead Data Architect,One Consulting (global) Pte. Ltd.,"['120000', '168000']",permanent,"['10', '15']","['Scalability', 'Oracle', 'Azure', 'Big Data', 'Data Modeling', 'Cloud Computing', 'Amazon Aws', 'Google Cloud Platform', 'MySQL', 'Etl', 'Data Governance', 'Sql', 'SAP', 'Enterprise Architecture', 'SQL Server', 'Sql Azure', 'Documentum', 'Architect', 'metadata ']","Responsibilities
Lead effort to design, architect, and build data platform to support different methods to ingest and process data, including events, ETL, and third-party APIs
Approve and make decision on data platform architecture for the company's projects and products, data source such as AVEVA, SAP, Documentum etc
Own the technical vision and roadmap for the platform to meet the data needs of different stakeholders across multiple business units
Lead and grow data engineers in the team, suggest best practice coding and development practice, provide feedback to the team
Align with broader goals of the business and IT strategyies
Design and deploy end to end analytical workflows, including overall architecture, capabilities, platforms, tools and governing processes
Share governance responsibility to ensure alignment to enterprise guidelines for security, auditability, data governance, metadata management etc
Help define/improve best practices, guidelines and integration with other enterprise solutions
Review analytic solutions for re-usability, scalability, synergy opportunities and alignment to defined best practices and guidelines
Follow data modeling principles
Liaise with vendors, stakeholders, different projects, understand the needs, technical solutions
Pre-requisites
Possess a Degree in Computing or equivalent
At least 6 years of experience in designing and developing complex, high-quality data solutions
Minimum 5 years in an Architecture/Platform role designing technology architectures, detailed workflows, best practices and governance guidelines
Proven track record of delivering scalable, resource intensive, integrated and operational analytics solutions; experience creating point of views, roadmaps, and process diagrams
Hands-on experience with database technologies such as traditional RDBMS (MS SQL Server, Oracle, MySQL, etc.)
Experience in design and implementation with big data solutions and distributed applications
Cloud computing experience on platforms like Azure, AWS, Google Cloud Azure knowledge is a plus
Ability to phase the delivery of analytical solutions such that it can meet immediate needs, while building towards the long-term strategic solution
Understanding of holistic enterprise architecture and interplay of analytical components with enterprise foundational components (data architecture/governance, security, etc.)
Interested applicants are welcome to submit your MS Word resume to [HIDDEN TEXT]
EA Personnel: R1107675
Agency No.:07C3676",['Other'],['IT'],['Other Software/Hardware/EDP'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5401228&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
Cloud Engineer (Raffles Place),Ntt Data Singapore Pte. Ltd.,"['78000', '114000']",permanent,"['2', '5']","['Cloud solutions', 'Puppet', 'Kubernetes', 'Azure', 'Cloud Computing', 'cloud management', 'Scripting', 'Network Design', 'Networking', 'Continuous Integration', 'Docker', 'Linux', 'Amazon Cloud', 'Troubleshooting', 'IBM Cloud or Watson', 'Analytical Skills', 'Architect', 'Administration', 'Team Player', 'Business Process ']","We are a top 8 global IT services company with operations in 50+ countries. We offer an advanced portfolio of application, business process, cloud, and infrastructure services to businesses and governments worldwide.
NTT DATA Singapore PTE Ltd is a wholly-owned subsidiary of NTT DATA Corp, a part of NTT Group, the world's 65th Largest Company according to Fortune Magazine. The Singapore entity of NTT DATA is an S10 government-registered supplier and forms the core of NTT DATA's APAC operations and is positioned as a gateway of our global capabilities in Singapore and the APAC region.
At NTT DATA SINGAPORE, we pride ourselves on being an inclusive and equal opportunity employer that puts our people and clients first. We welcome different ideas, backgrounds and passionate individuals to join us in our inclusive environment to achieve stronger and better results through teamwork, foresight, and innovation. We pledge to create a harmonious and nurturing culture, where all individuals feel a sense of pride and belonging, regardless of age, gender identity, race, sexual orientation, physical or mental ability, ethnicity.
Description:
Job Description for Cloud Engineer
Collaborating with engineering and development teams to evaluate and identify optimal cloud solutions.
Planning, implementation, monitoring and control of scalable and highly available cloud-based systems and solutions.
Developing and maintaining cloud-based solutions in accordance with best practices.
Educating teams on the implementation of new cloud technologies and initiatives.
Ensuring efficient functioning of data storage and processing functions in accordance with company security policies and best practices in cloud security.
Identifying, analyzing, and resolving infrastructure vulnerabilities and application deployment issues.
Regularly reviewing existing systems and making recommendations for improvements.
Interacting with clients, providing cloud support, and making recommendations based on client needs.
What you need:
Degree/Diploma in Computer Science or Information Systems, Computer Engineering or an equivalent qualification
At least 3 years hands on-experience deploying, maintaining and troubleshooting cloud infrastructure
Experience in design, implementation and administration of cloud infrastructure from at least 1 of the major cloud platforms such as Azure/AWS/GCP
Team player and able to work collaboratively with other members in a team
Troubleshooting and analytical skills
Having the following will be advantageous:
Relevant cloud certifications such as Azure Administrator, Azure Certified Solutions Architect, AWS Certified Cloud Practitioner, AWS Certified Solutions Architect Associate/ Professional
Good understanding of fundamental networking concepts and network design in relation to cloud infrastructure
Familiarity with IaC tools such as Ansible/Puppet/Chef/Terraform/CloudFormation/Packer
Comfortable with scripting in Python/Bash/PowerShell
Experience in Azure Virtual Desktop/Windows Virtual Desktop
Experience in database and web server administration",['Other'],['IT'],['Other Software/Hardware/EDP'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5387958&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
Junior IT Security and NW Specialist/Administrator,Transcosmos Zero Pte. Ltd.,"['33600', '60000']",permanent,"['2', '5']","['Information Security', 'Dashboard', 'Cloud Security', 'Cloud Computing', 'Cyber Security', 'Network Security', 'Vpn', 'Malware Analysis', 'Firewalls', 'Technical Support', 'Security Architecture', 'Security', 'Active Directory', 'IT-Security', 'Procurement', 'Compliance', 'Good Communication Skills', 'Japanese', 'Cissp', 'IT Systems ']","TRANSCOSMOS ZERO is looking for a passionate and enthusiastic Junior IT Security and NW Specialist/Administrator to join our growing team.
The ideal candidate will be responsible for the IT security support and configuration of company and group companies, and day-to-day technical support of chatbot operations, have a strong understanding of our in-house tools and act as a key support to clients and internal teams in the APAC region with a strong knowledge of IT system.
It's a multi-task job not limited to Security, but also Log Management and Technical Support to the clients and vendors.
Duties:
Configure security settings of our IT infrastructure (AD, NW setting, Firewall, CASB, etc) so that we are compliant with industry standards
Keep updated about the latest vulnerabilities and take any action if necessary
Work with internal and external parties to ensure smooth operations while ensuring security
Manage and analyse logs
Support clients enquiries about our in-house applications
Monitor and maintain system metrics dashboard and alerts
Provide training to colleagues, update company documentation of our IT infrastructure
Work along with Tech team in Japan HQ
Requirements:
Strong WILL and COMITTEMENT to study to be a specialist of IT Security and NW Specialist/Administrator
Basic Understanding and Education/Work Background of IT Security and NW Admin
Good to Have:
Familiar with industry standards especially regarding cloud computing
Good knowledge on malware analysis, system security architecture and security solutions
Understanding of possible attack vectors (network reconnaissance probing/scanning, DDOS, malicious code activity, MITM attacks etc)
Good communication skills to work with various parties
Strong knowledge of IT systems including IDS/IPS, firewalls, Data Leakage Protection
Experience with SIEMS and CIRP
Familiar with configuring AWS Security Hub, AWS GuardDuty Config and Cloudtrail
Be able to read and write in Japanese",['Other'],['IT'],['Other Software/Hardware/EDP'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5409659&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
System Architect,Vision One Pte. Ltd.,"['96000', '120000']",permanent,"['7', '10']","['.NET', 'Wpf', 'Cloud Computing', 'Embedded C', 'System Design', 'C#', 'Software Development', 'Wcf', 'Technical Standards', 'aftersales', 'Customer Interaction', 'Architect', 'Physics', 'Translation', 'commercialization', 'Electronics ']","Requirements:
Min 10 years experience in full stack development;
Min 8 years experience with C# in apps and Components Software on .NET Framework with WCF, WPF, embedded C;
Experienced in designing and coding in C# under OPC-UA standards and translation to embedded C for command and control applications;
Min 5 years experience in DCOM and Cloud computing software development for command, control systems;
Self-starter, driven, hands-on and able to work under pressure;
Good communication and cheerful personality;
Positive working attitude and team player;
Min BSEE or equivalent from a recognized university;
Bachelor's degree in Computer Science or Physics may also be considered if the candidate has good experience in design and programming in embedded environment;
Cheerful personality with a strong willingness to learn.
Responsibilities:
Oversees technical standards, system design consistency;
Supports new RFQ and direct customer interaction (if assigned);
Track project progress and update customer accordingly;
Ensure adherence to delivery schedule and product quality;
Write documentation for each stage of development and commercialization lifecycle;
Develop software Framework, apps and embedded;
Size and source electronics components;
Drive internal and external reviews with team members and customers;
Drive all acceptance tests;
Support after-sales maintenance;
Other work as assigned.",['Other'],['Manufacturing/Engineering/R&D'],['Other Production/Engineering/R&D'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5375458&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
IT Security Operation,Horizon Software Pte. Ltd.,"['60000', '84000']",permanent,"['2', '5']","['Information Security', 'Ceh', 'Cloud Computing', 'Information Technology', 'Logging', 'Penetration Testing', 'Firewalls', 'Security Operations', 'Rescue', 'threat assessment', 'Auditing', 'Access Control', 'Cisa', 'Team Player', 'Cissp ']","Location Address - Singapore
Must be cat 1 (3rd generation Singaporean)
Salary: 5-7k
IT Security Operations Engineering Job Description
IT security risks have grown as the digital economy has grown. Part of an IT security operations engineering job description, involves the planning, updating and maintenance of the security measures, defenses, and counteractions to stop and avoid internal and external occurrences on computer systems.
As a security operations engineer, the security-service range should be followed on the day in and out.
Usually, they lead the case response work, ensuring that different occurrences are focused to completion and that the correct resources are brought into line to provide the total quality of the company's security response system.
The IT Security Operations Engineering job description includes the following important responsibilities:
To manage penetration testing of both applications and infrastructure
To perform susceptibility scans and manage the resolution of threats
To assess Software as a Service (SaaS) products for security compliance
To manage security applications, such as GDPR
To conduct periodic user access control verifications
To develop and maintain security monitoring, logging and auditing
To install required security patches and updates for a wide range of applications.
To monitor system security relating to resiliency, malware intrusion, and patching
To assess technical controls and identify areas of improvement
To serve as technical security leads for large complex projects that involve cross-functional teams
To conduct systems testing to ensure that critical vulnerabilities become identified
Educational and Certification Requirements
IT Security Operations Engineers must have a degree in Computer Science or Information Technology with an emphasis on security control. Also desirable is a certificate in the field of Security Operations. Employers are currently seeking freelance engineers with certifications such as SSCP, CISSP, CISA, CISM, CEH, and OSCP.
Skills
To become a successful IT security operations engineer, you need to have the right skills which outline the technical and general skills necessary as well as any certificates or degrees which a company might assume for an information security engineer should have. Following are the key technical skills include:
The engineer should have the capability in anti-virus software, interruption recognition, firewalls, and content filters
They should know threat assessment tools, skills, and procedures
Proficiency in planning secure networks, computer systems, and application architectures
Plan for disaster rescue, system tools, expertise and techniques
Preparation, investigating and increasing security policies, criteria, and ways
The system management, assisting several platforms and applications
Skilled with cellular code, malicious code, and anti-virus software
They should be able to maintain the log system for various kind of cyber-attacks on the organizational network.
They should use endpoint security solutions, comprising file integrity monitoring and data loss avoidance
They should facilitate the organization with the secure cloud computing platform.",['Other'],['IT'],['Other Software/Hardware/EDP'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5375815&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
Cloud Engineer,Infofabrica Consulting Pte. Ltd.,"['78000', '108000']",permanent,"['5', '7']","['Azure', 'Cloud Computing', 'Vmware', 'Scripting', 'Amazon Web Services', 'Bash', 'Networking', 'Python', 'Windows', 'Gcp', 'Virtualization', 'Firewalls', 'Troubleshooting', 'Hardware', 'Pipelines', 'Administration ']","Cloud Kinetics (also known as CK) is a leading Cloud Transformation Solutions and Managed Services Provider headquartered in Singapore, offering a plethora of services across all major Public Cloud Operators. Cloud Kinetics is a Portfolio Company of I Squared Capital. I Squared Capital (ISQ) is a private equity firm focusing on global infrastructure investments.
We seeking a Cloud Support Engineer to join our growing team. This is a great role for someone who wants to build knowledge and experience on leading cloud computing technology such as Amazon Web Services and Google Computing Platform.
Responsibility
Responsible for day-to-day customer support and administration of cloud services
Work within a support team covering 24x7 cloud operations
Respond to customer service issues using email, phone, and web conference
Provide incident management, follow-up with problem resolution, and regular communication with customers on open cases
Perform the operational support, maintenance and optimization of hardware, software and network communication links of the cloud infrastructure
Coordinate with vendors where cloud & virtualization specific issues need to be escalated
Provide advice and information to customers regarding general cloud infrastructure as service offerings and best practices
Produce reports for customers on cloud utilization, services uptime and incidents
Preferred Qualifications:
Strong knowledge of Windows & Linux/Unix systems (Windows Server, Ubuntu, Redhat, Solaris)
Understanding of networking concepts (TCP/IP, DNS)
Familiarity with virtualization (VMWare, Xen, Hypervisor)
Exposure to Cloud computing (AWS, GCP, Azure) Knowledge of Storage Systems (NFS/SAN)
Hands-on with routers, switches, firewalls and load balancing
Experience with Terraform and scripting language (Python, Bash, or PowerShell) is preferred
Management of CI/CD pipelines using tools like GitHub/Gitlab and Jenkins are desirable
Practical experience with technical support and troubleshooting Strong customer focus and multi-tasking skills
Self-starter who is passionate about learning new technology
Strong oral and written communication skills, team player mentality",['Other'],['Manufacturing/Engineering/R&D'],['Other Production/Engineering/R&D'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5371698&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
XC-10585 Market Data Application Support,It Consulting Solutions Singapore Pte. Ltd.,"['72000', '108000']",permanent,"['2', '5']","['Application Architecture', 'Cloud Computing', 'It Operations', 'Problem Management', 'Application Support', 'Linux', 'Bloomberg', 'Derivatives', 'Secondary Education', 'Service Management', 'Interpersonal Skills', 'Bloomberg Terminal', 'Packaging', 'Pmp', 'FEED ']","`
The main role of this position is providing onsite & remote end user support for real-time market data feed and applications running on desktop and Linux environment with the scope of activities including application testing, packaging & documentation, market data application and system software deployment, problem management and system monitoring. In addition to day-to-day support tasks, this role also requires participation in projects related to system/infrastructure changes
Responsibilities:
Perform morning system checks & on-call support duties
2nd level support on market data applications & systems
Monitor & process user request/questions via email, hotline, Service Management tool
Perform/coordinate weekend changes / weekday emergency break-fix changes
Participate in Projects involving market data systems
Requirements (indicate any mandatory and/or preferred credentials):
35 years desktop application support experience (experience at financial institution is a plus)
Good written/verbal communication & interpersonal skills
Ability to liaise with business and other IT department for delivering solutions & services
Working knowledge of mainstream Market Data Applications (Bloomberg Terminal, Refinitiv Eikon, FX/OTC Derivatives Broker apps, etc)
Experience in supporting Bloomberg B-Pipe, Refinitiv Elektron Real-time data feed, TREP distribution platform and Exchange system is a plus",['Other'],['IT'],['Other Software/Hardware/EDP'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5373818&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
"Strategic Account Director, Financial Services",Salesforce.com Singapore Pte. Ltd.,"['120000', '228000']",permanent,"['10', '15']","['Cloud Computing', 'Customer Success', 'Solution Selling', 'Orchestration', 'Professional Services', 'Account Planning', 'Forecasting', 'Customer Relationship', 'Service Orientation', 'Selling', 'Sales Process', 'Strategy', 'Direct Sales', 'Customer Management', 'Financial Services ']","Segment: Financial Services Industries

Domain Expertise:
The Strategic Account Director should possess deep Financial Services industry knowledge in combination with outstanding customer management experience at the VP and C-level.

The incumbent will maintain and expand relationships with large and strategic enterprises.

Working closely with the account team to drive the customer relationship and alignment at all levels in order to implement the account strategy is key to your success.

Partnering with Salesforce partners and ISVs is critical to the role. Key to this role is your ability to inspire, build a vision, and articulate business value to sell the Industry Cloud future in a Cloud Computing world.

Responsibilities:
Establish professional and deep relationships with key personnel in assigned customer accounts.
Orchestrate account planning process that develops account strategy, financial targets, and critical milestones for 1-3 year period.
Leads cross-functional team within Salesforce to meet customer accounts performance objectives and expectations.
Manage sophisticated sales cycles, leveraging internal and external resources as appropriate
Deep understanding of customer's business environment, proactively assesses, clarifies, and validates customer needs on an ongoing basis.
Proven consultative sales solution skills, including the ability to articulate a clear, concise return on investment value statement.
Engage with prospect organizations to position Salesforce solutions through strategic value-based selling, business case definition, ROI review, references, and analyst data.
Orchestrate the end-to-end sales process and improve business impact through the orchestration of appropriate resources such as Sales Engineers, Professional Services, Success services, Solution Specialists, Business Value Services, Executives, Partners, etc.
Generate short-term results whilst maintaining a long-term perspective to maximize Customer success and overall revenue generation.
Accurate quarterly forecasting and revenue delivery.
Required Skills:
Proven experience in solution selling within major services or software vendors.
Must have experience selling to large banks or insurance in Singapore and ASEAN.
Successful history of net new business (direct) sales, with the ability to prove consistent delivery against targets.
Credibility at all levels, including CxO.
Strong customer service orientation and a desire to help others succeed
CRM/application sales, relevant enterprise experience preferred.
Experience in managing key accounts preferred.
Candidate with extensive experience selling into APAC markets preferred.",['Other'],['Sales/Business Development'],['Other Sales'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5364423&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
Senior Accountant,Amazon,,permanent,"['5', '8']",,"DESCRIPTION

Job summary
Amazon Web Services (AWS) is a global leader in cloud computing, offering services from data centers globally. AWS is a high-growth, fast-moving group within Amazon with a start-up mentality where new and diverse challenges arise every day as it seeks to lower costs, become more agile, and innovate faster for our customers.

We are seeking a Senior Accountant to support our core accounting responsibilities for AWS in the Asia Pacific (APAC) region. This role will support the accounting and financial reporting for our AWS APAC entities under US GAAP. This role will partner across the AWS organization to support our geographic expansion and service and infrastructure launches in the APAC region.

If you are a financial accounting professional who consistently exceeds expectations, who dares to make bold decisions, and whose ears perk up at the prospect of a challenge, then Amazon is a place where your career can flourish.

Key job responsibilities
. Support various aspects of accounting and reporting process.
. End-to-end process ownership to support finance and business partners.
. Understand internal control design concepts sufficient to assess the effectiveness of controls and design new processes and controls for emerging and growing business activities.
. Execute judgment to keep projects moving and ensure the right decisions are reached to close the books each month.
. Escalate risks and issues as necessary to leadership.
. Strong sense of ownership.
. Ability to identify process improvement and automation opportunities to drive positive change across the organization.
. Lead delivery of accounting tasks and projects.
. Enhance partnerships between Accounting and various business and IT groups.
. Research, conclude and memorialize technical accounting position papers.
BASIC QUALIFICATIONS

. 5+ years of finance experience or a related analytical field.
. Degree in accounting or related field
PREFERRED QUALIFICATIONS

. CPA (or equivalent)
. Accounting management experience with Big Four (public) or Fortune 500/multi-national clients.
. Operational accounting experience with one or more Fortune 500/multi-national companies for two or more years.
. Working knowledge of the COSO internal control framework and a solid understanding of the concepts of control design and operational efficiency.
. Familiarity with GAAP research tools and the FASB codification.
. Experience working with a fast-paced, high-tech start-up or complex company.
. Experience with researching and documenting support for accounting conclusions.
. Demonstrated history of solving multiple complex operational and accounting challenges.
. Aptitude for team leadership - influencing and galvanizing others to follow you toward a solution.
. Natural propensity for organization and an aptitude for information technology.
. Strong interpersonal, written and oral communication skills.
. Excellent analytical skills.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",['Internet/E-commerce'],"['IT', 'Advertising/Entertainment/Media', 'Others']","['Other Roles', 'Correspondent/Reporter', 'Software Engineer/Programmer']",2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5404367&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
Senior Accountant,Amazon,,permanent,"['5', '8']",,"Job Description :
Job summary
Amazon Web Services (AWS) is a global leader in cloud computing, offering services from data centers globally. AWS is a high-growth, fast-moving group within Amazon with a start-up mentality where new and diverse challenges arise every day as it seeks to lower costs, become more agile, and innovate faster for our customers.

We are seeking a Senior Accountant to support our core accounting responsibilities for AWS in the Asia Pacific (APAC) region. This role will support the accounting and financial reporting for our AWS APAC entities under US GAAP. This role will partner across the AWS organization to support our geographic expansion and service and infrastructure launches in the APAC region.

If you are a financial accounting professional who consistently exceeds expectations, who dares to make bold decisions, and whose ears perk up at the prospect of a challenge, then Amazon is a place where your career can flourish.

Key job responsibilities
. Support various aspects of accounting and reporting process.
. End-to-end process ownership to support finance and business partners.
. Understand internal control design concepts sufficient to assess the effectiveness of controls and design new processes and controls for emerging and growing business activities.
. Execute judgment to keep projects moving and ensure the right decisions are reached to close the books each month.
. Escalate risks and issues as necessary to leadership.
. Strong sense of ownership.
. Ability to identify process improvement and automation opportunities to drive positive change across the organization.
. Lead delivery of accounting tasks and projects.
. Enhance partnerships between Accounting and various business and IT groups.
. Research, conclude and memorialize technical accounting position papers.
Basic Qualifications :
. 5+ years of finance experience or a related analytical field.
. Degree in accounting or related field
Preferred Qualifications :
. CPA (or equivalent)
. Accounting management experience with Big Four (public) or Fortune 500/multi-national clients.
. Operational accounting experience with one or more Fortune 500/multi-national companies for two or more years.
. Working knowledge of the COSO internal control framework and a solid understanding of the concepts of control design and operational efficiency.
. Familiarity with GAAP research tools and the FASB codification.
. Experience working with a fast-paced, high-tech start-up or complex company.
. Experience with researching and documenting support for accounting conclusions.
. Demonstrated history of solving multiple complex operational and accounting challenges.
. Aptitude for team leadership - influencing and galvanizing others to follow you toward a solution.
. Natural propensity for organization and an aptitude for information technology.
. Strong interpersonal, written and oral communication skills.
. Excellent analytical skills.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",['Internet/E-commerce'],"['Finance & Accounts', 'Advertising/Entertainment/Media', 'Others']","['Other Roles', 'Correspondent/Reporter']",2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5404367&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
Telco Industry Marketing Manager,Amazon Web Services Singapore Private Limited,"['144000', '287988']",permanent,"['7', '10']","['Cloud Computing', 'tactics', 'Leadership', 'Advertising', 'Product Marketing', 'Social Media', 'Marketing Strategy', 'Channel', 'Marketing', 'Strategy', 'Stakeholder Engagement', 'B2b', 'Project Management', 'Digital Marketing', 'Business Development ']","The Asia Pacific and Japan (APJ) Enterprise marketing team is seeking a data-driven, hands-on and self-directed individual to drive the regional marketing strategy, plan and execution for the Telco industry. This is a unique opportunity to play a key role developing an important market segment within an exciting, fast growing business.

This role requires the ability to execute against both the strategic marketing plans and campaigns, while being creative to design new and innovative ways to reach new audiences. This role also requires strong collaboration across functions including Sales, Business Development, SME's, Global and Field Marketing to develop and execute holistic marketing campaigns.
Key job responsibilities
* Develop a regional Telco marketing strategy designed to drive awareness, acquisition and engagement within target accounts.
* Engage with sales leadership at various levels to ensure alignment on business priorities, marketing strategies, tactics and desired outcomes.
* Create and execute high-impact, online and offline, Telco specific campaigns showcasing the value and differentiation of AWS services and solutions.
* Deep dive and understand audience pain points to create insightful, action-driving content.
* Continually experiment and introduce new approaches to marketing that engage customers in innovative ways.
* Prioritise, manage and optimise marketing spend to deliver against KPIs.
* Deliver detailed reporting and metrics on activity results, campaign effectiveness, and ROI. Use data to make real-time adjustments and proactively identify trends and opportunities.
Basic qualifications
* Held a similar marketing position within the technology Industry * Minimum 8+ years work experience in or with the Telco industry * Successful track record of building and executing audience specific marketing strategies with clear goals and objectives that align with business priorities and support revenue targets. * Consistently demonstrated success in hands-on programs and campaign execution, and project management. * Ability to work on multiple, simultaneous programs that require strategic thinking as well as high-speed tactical execution. * Interested in building programs and processes from the ground up and comfortable in ambiguous environments. * Strong stakeholder engagement (internal and external) with the ability to influence.
Preferred qualifications
* Marketing experience working in rapid growth companies and industries * Knowledge about cloud computing market and technologies * Skill to use BI tools, Salesforce, Marketo and other digital marketing tools",['Other'],['Marketing & Communications'],['Brand Manager'],2022-02-19,https://www.monster.com.sg/seeker/job-details?id=5375415&searchId=89523e9b-a41c-4c28-ae41-fa370f6a9ac4
