job_title,company,salary,job_type,years_experience,tech_stack,job_description,industry,function,roles,last_updated,posted_on
DevOps Engineer,Hyperscal Solutions Pte. Ltd.,60000-78000 SGD Per Annum,Permanent Job,2-5 Years,Information Technology  Excellent Communication Skills  Teamwork  Leadership  Leadership Development  Positive Team Player  Team Building  self-motivated Team Player  Team Player  Team Work ,"COMPANY DESCRIPTION
Beyondsoft International (Singapore) Pte. Ltd. was set up in 2007 and established as the regional headquarters for the Southeast Asia (SEA) and European markets in September 2015. Based on our vision of Using technology to promote social progress, economic development and become a global customer preferred partner and our concept of Beyond your expectations, Beyondsoft is committed to provide our customers in countries along the Belt and Road with comprehensive solutions and products and creating commercial value for customers to realizing continuous businesses development.
Our core business includes:
IT development servicesProviding customers with IT consulting, software research and development, software and hardware testing, system integration and operation and maintenance, data analysis and other services;
New retail solutions and productsThrough intelligent products, helping small and medium-sized enterprises (SMEs) realize the digital transformation of their daily operations;
Internet of Things (IoT) platform and solutionsComprehensive use of IoT, artificial intelligence, big data, cloud computing and other technologies to provide IoT solutions for intelligent upgrades in cities, parks, buildings and industries, to create a smart future.
For more information, please visit www.beyondsoft.com.
RESPONSIBILITIES
Hands-on experience and development of CI/CD tools, micro-services, AWS Cloud platforms and legacy virtual machines
Integrate various CI/CD tool and automate the entire software release process using Jenkins.
Work on continuous improvement initiatives to achieve 0 touch CI/CD process
QUALIFICATIONS
Degree holder in Computer Science, Information Technology, Computer Engineering, Information System or equivalent
Minimum 1 year of experience working on applications onboarding on CI/CD
Experience in Jenkins configuration and administration
Experience in writing deployment automation scripts using Unix shell, groovy
Experience in at least one software development language set such as Python, Java, Groovy or C#
Experience in Git and Code Branching strategy
Experience in build tools (Maven or MsBuild)
Experience in AWS services or other Cloud platforms will be welcomed
Experience in Openshift or other containerization technology
Experience in JIRA and Confluence configuration and administration
OTHER INFORMATION
Techie at heart willing to roll up sleeves to experiment with new technology
Challenge status quo, and always on the lookout for better ways to improve current processes
Growth mindset - Willing to learn, be mentored, and adopt continuous improvement
Team Player
Willing to share new ideas and experiences
Possess good learning capability and demonstrate critical thinking skills.
Please note that your application will be sent to and reviewed by the direct employer - Beyondsoft International (Singapore) Pte Ltd",Other,IT,Other Software/Hardware/EDP,18/3/2022,17 days ago
Edge Services Sales Specialist,Amazon,Not Specified,Permanent Job,10-13 Years,,"DESCRIPTION

Job summary
Would you like to be part of a team focused on helping increasing the adoption of Edge Services, Amazon Web Services CDN and Security offering Do you have the business savvy and technical background necessary to help establish Amazon as a key CDN and Security provider

As a sales specialist for CloudFront, Shield and WAF you will have the exciting opportunity to help promote the growth and shape the future of a leading CDN technology. Your responsibilities will be to help increase the market penetration in APJC. The ideal candidate will possess both a business and technical background that enables them to engage an account at the CXO level as well as with software developers and IT architects. He/she should also be a self-starter who is prepared to develop and execute at scale through direct engagements and multi-modal targeted campaigns.

Key job responsibilities
. Promote AWS Edge Services across APJC territories or industry verticals
. Develop and execute process to ensure smooth and automated approach for new customer adoption
. Create & articulate compelling value propositions around the use of CloudFront, Shield and WAF
. Work with partners to extend reach & promote adoption
. Contribute to positive customer experience
. Expect moderate travel

A day in the life
Evangelizing and briefing at CTO / CEO level on Edge services. Working with each of the specialist sellers and the BD teams to identify growth opportunities, work on campaigns, and increase the share of wallet and services that AWS Edge Services has within this important growth part of our business.
Training and Enabling AWS sales sector teams on Edge services.
BASIC QUALIFICATIONS

. 10 years experience in a sales capacity building and developing business in the Media and Entertainment, broadcast, cable, telco, video encoding or transcoding industry.
. An understanding or technical background in IT or video ecosystem with leading vendors, including DRM, workflow orchestration, ad insertion, encoding, middleware, players / delivery technologies.
. Experience in working with key decision makers at the SVP level in large enterprise accounts.
. A strong understanding of customer and market dynamics and requirements.
. Bachelor's degree is required
PREFERRED QUALIFICATIONS

. Post-Graduate Degree in Computing/Engineering or MBA
. Strong verbal and written communications skills are a must, as well as the ability to work effectively across internal and external organizations.
. Experience working with end user or developer companies in media

What if I'm not an expert in all the above That's okay. We hire people who have a passion for learning, and are curious to build, learn and grow. You will be supported in your career development here at AWS. You will have plenty of opportunities to build your technical, leadership, business and consulting skills. This will include formal and on the job training, and a chance to learn and upskill through AWS certification courses and mentorship. You will learn from and collaborate with some of the brightest technical minds in the industry today. If you want to work with the best cloud technologies from the world's leading cloud provider, apply now. We can't wait to see what you build here. Come build the future with AWS.

CULTURE AND COMMITMENT TO INCLUSION, DIVERSITY & EQUITY

At AWS, we welcome all builders. We believe that technology should be built in a way that's inclusive, accessible, and equitable. We're committed to putting in the work for more equal representation.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.

Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",Internet/E-commerce,IT,Software Engineer/Programmer,1/3/2022,17 days ago
"Engineering Lead, nexus Venture - SC Ventures",Standard Chartered,Not Specified,Permanent Job,7-10 Years,Engineering Lead  nexus Venture - SC Ventures ,"nexus is a white label plug-and-play banking solution powered by Standard Chartered Bank. We take pride in redefining how we bank customers globally by digitally marrying ecosystems to banks. Our Banking-as-a-Service (BaaS) solution is the gateway that enables convenient access to financial services. We believe in challenging the status quo and thinking outside the box to deliver innovative solutions. Let&rsquos shape the future of banking together.

What will you be doing:
The engineering team works to build specific product/features to offer Banking as a Service (BaaS) to partners. You will be responsible for the overall software engineering output of the team and you will own the full development lifecycle process inception to production. This includes tangible metrics like velocity & quality, delivering features on time and intangible measures like team morale, learning & improvement and advocating best practices across cross functional teams.

Responsibilities

Day to day jobs involves leading multi-shore engineering team and working closely Product owner to deliver features incrementally in SCRUM methodology. You will be closely working with Head of Development, DevOps team to align on the centralized design standards ,frameworks & tools to accelerate deliverables.

Develop a new platform (greenfield project) from scratch on cloud native stack.

Design, Develop, test, deploy and run on K8s



Our Ideal Candidate

What do you need to be successful in this role

Java Spring boot, microservices, REST, GRPC APIs

Mentor and coach junior developers

Hands-on coding, develop high quality code while meeting deadlines

Simplify the business requirements and design the

Good design for given business domain and occasional implementation of POCs

Provide unit testing and load testing

Working in highly collaborative, fun loving team using Agile methodology

Creating challenging application using Java from ground-up

&ldquoWrite code for others, not for yourself your code will be visible to thousands of developers


We are also looking for:

7+ years Java server-side development experience with decent understanding of core design patterns.

Hands on experience in Java 8 and above

knowledge of GIT, branching strategies, build and deployment pipelines

Experience of Agile/Scrum development methodologies

Experience with SQL and nosql databases

Knowledge of software best practices, like Test-Driven Development (TDD) and

Continuous Integration (CI)

Hands-on on consuming and providing REST APIs

Experience with microservices, Container Orchestration and Containerisation technologies

Experience of dealing with scalability & performance issues on a distributed system

Knowledge of Kubernetes, API gateways

Knowledge of OAuth & OIDC is plus

Experience of GO, SCALA & SPARK is a plus

Knowledge of CASSANDRA, KAFKA is a plus

Knowledge of retail banking is a plus

Cloud knowledge a big plus (AWS/GCP/terraform)

Be nice, respectful, able to work in a team


The nexus family is made up of a bunch of fun, hardworking and results-oriented individuals. Most importantly, nexaurs value teamwork, and we champion a respectful, open and trusting work environment. If you are interested to be part of the team in re-wiring the DNA of banking, join us today. #YesWeCanLAH
Find out more about nexus and what we do at

Apply now to join the Bank for those with big career ambitions.
To view information on our benefits including our flexible working please visit our . We welcome conversations on flexible working.",Banking/Accounting/Financial Services,IT,Software Engineer/Programmer,,17 days ago
ReactJS Developer,Amit Global Solutions (pte.) Ltd.,96000-132000 SGD Per Annum,Permanent Job,5-7 Years,Json  Usability  Scalability  Design Patterns  Scrum  Unit Testing  Kotlin  Agile  Javascript  Information Technology  Test Cases  Ux  J2EE  Listening Skills  Authorization  Electronics ,"What To Expect:
Design, develop, document, test, deploy, and maintain software applications.
Improve software quality using Scrum practices such as code review and unit testing.
Design and build services with a focus on business value and usability
Design systems with scalability and flexibility in mind
Embrace and ensure lean operations for all system
Collaborate with QE, DevOps, or Product Owners and Business
How To Succeed:
Degree in Computer Science, Computer or Electronics Engineering, Information Technology or related disciplines.
Hands-on development experience in Java with/without J2EE or/and Kotlin
More than three years of professional experience in a software engineer or equivalent position.
Familiar with cloud-native technology and architecture.
Familiar with Clean Code, Design Patterns, and Unit Testing.
Knowledge and experience in Kotlin, Spring Boot Framework, and Spring Cloud will be added advantage.
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Thorough understanding of React.js and its core principles
Experience with popular React.js (Version 16 and above) workflows in Redux
Experience with data structure libraries (e.g., Immutable.js)
Familiarity with RESTful APIs
Knowledge of modern authorization mechanisms, such as JSON Web Token
Experience with common front-end development tools such as Babel, Webpack, NPM, etc
Experience in writing unit test cases using Jest
Working experience in Agile and UX development environments will be an added advantage.
Good presentation and listening skills.
Self-driven, motivated, and strong desire to learn.",Other,IT,Other Software/Hardware/EDP,,17 days ago
"Program Manager, AWS Talent Acquisition, APJC",Amazon,Not Specified,Permanent Job,2-5 Years,,"Job Description :
Job summary
As a Program Manager in Amazon Web Services (AWS) Talent Acquisition (TA), you'll be responsible for working with the TA leadership team to drive region-wide initiatives to optimize and accelerate hiring. This role partners closely with the AWS TA and business leaders, HR partners, and other internal teams to build scalable mechanisms to attract and hire the best talent while delighting applicants and constantly improving the candidate experience. This individual will establish metrics to measure the success of regional programs and track performance, sharing best practices regionally and globally.
The ideal candidate:

. Has experience working in a TA function, and understands the mechanics of recruitment
. Is independent, creative, and self-driven, with the ability to work in a highly ambiguous environment with minimal guidance, demonstrating good judgment.
. Possesses strong project and program management capabilities.
. Possesses strong teamwork, problem-solving, and execution skills
. Is a builder this is a new function within the team, with limitless opportunities to create and experiment.
. Is creative, analytical, and customer-obsessed (i.e. thinks about the needs of TA team, employees, and the business)
. Can effectively prioritize and navigate competing requests from a variety of stakeholders and customer groups.
. Is able to earn trust and influence others to drive actions relies heavily on influence not authority to drive teams and resources toward project goals and outcomes
. Has experience working in more than one country/market
. Has exceptional writing and communications skills.
. Is attentive to details and insists on the highest standards
. Is able to operate in a lean, fast-paced, entrepreneurial, multi-cultural environment

Basic Qualifications :
. 2+ years of Program/Project Management Experience Exceptional project and program management skills can teach and coach these skills in others but also acts as a productive hands-on PM
. 2+ years of experience in APJC markets
. Structured thinking and strong analytical skills can work with data and also identity root causes, recognize patterns, and solve problems
. Strong verbal and written communication skills, including report writing skills

Preferred Qualifications :
. Excellent global partner works exceptionally well across different global regions, including APAC, EMEA, and the Americas
. Savvy with technology and technologists early-adopter of technology, curious and knowledgeable about cloud computing, and puts technology to work for them to more efficiently manage programs and projects
. Master's degree (MBA or HR)",Internet/E-commerce,Human Resources,,1/3/2022,17 days ago
IT Audit Executive/Senior Executive,Genie Genius Pte. Ltd.,60000-780000 SGD Per Annum,Permanent Job,5-7 Years,Erp  Mainframe  Unix  Windows  Excel  Oracle Database  Risk Assessment  Regulatory Compliance  Interpersonal Skills  Iso  Administration  Auditing  Compliance  It Audit  Team Player  Audit ,"IT Audit Executive/Senior Executive
IT Audit and Risk Assessment
Perform Information System Audit with skills in:
Mainframe, UNIX, Windows, Oracle Database, ERP system and Network Devices
(Firewall, Router, Switch)
Experienced and well-verse with IT general controls and Application controls.
Experience in auditing SSAE 16, Cloud systems.
Experience in SOX regulatory compliance & ISO 27001:2013, Privacy audit, software compliance audit",Other,IT,Other Software/Hardware/EDP,,17 days ago
"IT Specialist – Applications, Portals and IT Services Administration",Autism Resource Centre (singapore),38400-90000 SGD Per Annum,Permanent Job,5-7 Years,Erp  High Availability  Problem Management  Centos  Network Security  remediation  Arc  Root Cause Analysis  Administration  Special Education  Data Design  Compliance  Project Management  Financial Analysis  satellite  Able To Work Independently ,"Job Description:
IT Specialist Applications, Portals and IT Services Administration
Join us to Transform Lives!
Autism Resource Centre (Singapore) or ARC(S), is a not-for-profit charity based in Singapore. ARC(S) is dedicated to serving children and adults on the autism spectrum, to help these individuals lead meaningful and independent lives in society. ARC (S) offers a wide range of services: Pathlight School, and two social enterprises, The Art Faculty and Professor Brawn.
Pathlight School is the first autism-focused school in Singapore to offer a unique blend of mainstream academic curriculum and life readiness skills. We are currently the largest special education school in Singapore and due to our further expansion, we invite candidates who have proven commitment and competence to join us in the role of IT Specialist Applications, Portals and IT Services Administration.
The Team:
The Education Technology Services (ETS) provides an enabling, robust and supportive technological environment fuelled by ICT polices which must be designed to empower users and yet guided by principles of accountability, security and privacy. Ultimately, it is the rocket fuel of the organisation, jetting it forward and yet safe to use.
Your Impact and Contribution:.
The role is responsible for bringing operational excellence, innovative solutions and technology capabilities together to support organizational needs effectively and enable organizational transformation and growth. The role will be responsible for working with various stakeholders to understand the organizational needs across services and translating these requirements into applicable IT solutions, network infrastructure and security systems. Candidates should have the ability in implementing Enterprise Resource Planning systems before, familiar and proficient in data design, data analytics and data warehousing and managing data and see data linkages as well as high ability in process charting (decomposition and reconstruction across systems).
About the Role
We are looking for an energetic and passionate technical specialist to help us realise our vision of building the next-gen learning community of empowered future technology leaders and learners. To realise our vision, we need to be at the forefront in both learning technology and technology in our daily use. We believe that IT should be an uplifting force in the organisation driving technological growth.
Reporting directly to the Section Manager and Head of Department, this role value adds through ensuring the organisation possesses relevant technology to improve organisational efficiency and enhancing students outcomes. Administering all operation and learning applications is one of the important responsibilities of this role. This role further value adds by project managing digital transformation projects, uplifting the workforce in technology and supporting IT service desk operations.
A Day in the Life:
1. You will administer, monitor and manage the organisation's applications and portals (inhouse or subscribed) across all the operating locations of the organisation. You will also need to work with various stakeholders to design, plan and implement progressive improvements to the application/portals infrastructure, increasing usability and performance yet guided by best value-of-money principle. Your expertise in this area is important to us in all our future school expansion projects.
2. Zero compromises and breeches mean that we need airtight backend and endpoint application/portals users and functionality administration, monitoring and management. Zero compromises and breeches does not mean that we stifle our users within the organisation and cripple their work. You will need to work with various stakeholders in designing, planning and implementing agreed user access architecture across all portals/applications, including adhering to security and compliance policies.
3. You will administer, monitor and manage the organisation's ERP systems (e.g. SMS, eCommerce and other related systems). Your role is vital in this area as you will be the first response person in ensuring uptime of all our applications, portals and end-user applications in our organisation. You will need to work with our professional vendors to ensure uptime/usability of them all and ensure that those applications still serve our organisation's needs. Where changes are needed, we rely greatly on your proactivity to propose, design, plan and implement necessary changes required.
4. From time to time, you will be called upon to cover your fellow colleagues in multiple functions when he/she is not available. Likewise, he/she will be called upon to cover your responsibilities when you are not available. Thus, both of you will need to be well-versed in these areas. Further, you will need to chip in to play the role of a Level 1 IT Support from time to time in times of need (influx of support requests, etc.). Level 1 Support look to the IT Specialists as role models and you will also need to help mentor and guide them as they fulfil their work duties.
5. Communication and accountability to the team and all our stakeholders is vital. You will be required to submit status updates, weekly and ad-hoc reports where needed to ensure continuing alignment of project purpose and accountability
While doing all the above, you must comply to organizational policies and SOPs and contribute proactively to meeting the department goals and KPIs. Communication is vital within our organisation for alignment and you should regularly give status reports on your projects and duties. Taking the lead from your HOD is important and you will be expected to work on any other responsibilities assigned by them.
Must-Haves
a. You believe in what we are doing and what we are doing excites you!
b. You love IT and has a strong belief that IT can bring any organisation anywhere they want to go.
c. You are a fast learner in various learning and workplace technologies, and have a clinical eye in seeing the application benefits in the organisation's environment.
d. You are a natural in stakeholders and project management, and, have experience in implementing digital projects within organisations.
e. You are adept and have working experience in a huge range of Microsoft products, and familiar with various web2.0 tools and different cloud-based solutions.
f. People whom you have worked with often say that you are a good communicator (verbal and written)
g. You are hands-on and self-motivated and happy to tackle any task however big or small
h. You are able to work independently as well as working in a team setting
Nice-to-haves
Relevant education qualification(s) in related discipline,
A passion for the Special Needs community
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.
Our organisation is committed to protecting children and young people from harm. We require all applicants to undergo an extensive screening process prior to hire.
We apologise that only shortlisted candidates will be notified.",Other,IT,Other Software/Hardware/EDP,18/3/2022,15 days ago
DEVELOPER # SGUnited TraineeshipsProgramme / SGUnited Mid-CareerPathways Programme,Twinrock Pte. Ltd.,21600-42000 SGD Per Annum,Permanent Job,5-7 Years,Html + Css  Json  Reactjs  Azure  Html Scripting  Javascript  Software Testing  Database Design  Angular  Python Programming  Software Development  Implementing Web Applications  Developing Web applications  Network Administration and Software Development  Front End HTML ,"JOB DESCRIPTION
Developer - Front-end and Back-End Developer
About Us
TwinRock Group is a diversified group of companies with a focus in security services and software development.
The security services subsidiary of TwinRock is a full-service risk management and security firm, covering manned guarding, security systems and security consultancy. The company proactively helps its clients develop holistic and effective risk management strategies to achieve their desired security outcomes.
The software development subsidiary, Asgardian Labs, is an innovative and versatile software development company incorporated in Singapore. Operating not only locally but also with teams in Myanmar and India, the company prides itself on its ability to deliver highly customized creative solutions on mobile and web platforms.
The Group is rapidly expanding, including in new areas like hospitality and corporate services.
Reports To
The Developer will report to the Managing Director.
Job Description
We are looking for an experienced back-end developer who is passionate about growing brands in the professional services industry. Our group company has strong ties with the local and regional business community and prides itself in delivering bespoke professional services solutions to its clients.
We are looking for a strong performer to complement our fast-growing team.
Responsibilities - Back-End Developer
1. Working with Project Managers to translate functional requirements into technical requirements
2. Take charge of the design of niche web applications
3. Ensure the scalability and responsiveness of built services
4. To set the development standards and best practices for a small team of junior developers
5. Test software to ensure it meets said standards
6. Participate in sprint meetings to plan and review backlog
Competencies:
1. Experience developing in NodeJS / Python / JavaScript
2. Experience developing REST/JSON APIs
3. Experience deploying end-to-end solutions through cloud computing services (Azure, AWS)
4. Strong experience with databases
5. Excellent organization skills, analytical ability and willingness to tackle new problems
Responsibilities - Front-End Developer
1. Working with Project Managers to determine scope of solutions
2. Liaise with clients to gather their functional requirements
3. Work with backend developer to create and optimize solutions
4. Collaborate with all stakeholders to create optimal user experience
5. Participate in sprint meetings to plan and review backlog
Competencies
- Experience developing frontend web applications
- Good understanding of OOP principles
- Demonstrable JavaScript/HTML/CSS skills
- Experience with common web frameworks including React/Angular
- Experience with REST APIs
- Customer-oriented and sensitive to end user experience
- Strong communication and organization skills",Other,IT,Other Software/Hardware/EDP,17/3/2022,16 days ago
"VP, Lead Data Engineer, Group Consumer Banking and Big Data Analytics Technology, Technology %26 Operations",DBS Bank Ltd,,,,,,,,,,
"Data Engineer, Group Consumer Banking and Big Data Analytics Technology, Technology %26 Operations",DBS Bank Ltd,,,,,,,,,,
Product Manager (Trading) - perm in SG,Agensi Pekerjaan Spring Professional (Malaysia) Sdn Bhd,Not Specified,Permanent Job,Not Specified,,"Job Description :
Our Client is a World's leading cryptocurrency spot and derivatives exchanges that is trusted by more than 20 million users in over 180 regions globally with an average daily trading volume of 10 billion dollars.

Product Manager (Trading)
Build an open platform of crypto asset trading products (including Brokerage service, cloud exchange, etc.).
Conduct the design of the back-end service, user experience and new business mode, participating the whole life cycle of this platform from project establishment to launch
Provide the short and medium-term product iteration plan and RoadMap based on the life cycle characteristics of the product, competition environment and resource structure.
Collect product feedback from internal and external sources, optimize the product plan through qualitative or quantitative analysis methods
Monitor the project progress and coordinate with developers, designers, market team, operation team and other departments.
Conduct the analysis of competing products and industry trends, and transform the valuable analysis to product iteration plan.

In return for this excellent career opportunity, we ask that you have the following:
Tertiary Education in a reputable Institution
Relevant experience as a Product Owner / Product Manager, in a well-known Banking, Internet or blockchain company
Have a strong interest in blockchain and the financial industry
Experience in designing or trading financial products such as stocks, funds, forex, futures, options is preferred
Team management experience is preferred.
Possess solid product design and project management knowledge, especially good at discovering user demands through data analysis
Have an in-depth understanding of interaction design, product research and data analysis, good at discovering demands from the user's perspective, and completing the user experience optimization plan
Possess rigorous logical thinking, excellent teamwork ability and communication skills, and be able to organize and coordinate resources to solve problems and achieve goals between different departments
Proactive, enthusiastic, responsible to users and the team
Cryptocurrency experience is not required but nice to have


If this speaks to you and you are ready for a new challenge, please send your Resume in MS word format to
Even if you are not interested, you can still park your CV with us for other Crypto IT positions or forward this Advertisement to your counterparts with the relevant Crypto IT experiences I am looking for.

We Seek to:
Understand your personal circumstances, needs and ideals
Present your credentials to our clients only with your permission
Strategize and consult with you

Your application will be kept with the strictest of confidence.

EA License No. 09C5803
Registration No. R1114115",Recruitment/Staffing/RPO,IT,Software Engineer/Programmer,1/3/2022,17 days ago
Firmware Testing,Blue Star Infostack Solutions Pte. Ltd.,48000-84000 SGD Per Annum,Permanent Job,2-5 Years,Rtos  Embedded Software  Embedded Testing  Scripting  Enterprise Software  Python  Firmware  Product Testing  Hardware  Embedded Systems  Product Testing and Development ,"The actual work involves, installing the firmware in HP Printers and do lots of print test and provide feedback. Some scripting knowledge is good to have.
Candidate should have good knowledge on the product development cycle and QA life cycle.
Creating Technical test scenario specifications from business requirements.
Expertise on APIs integration between printer portals, printers, and cloud data
Expertise on creating API documentation.
Very good communication is must as it is client facing.",Other,IT,Other Software/Hardware/EDP,18/3/2022,17 days ago
Data Architect,Ridik Pte. Ltd.,108000-144000 SGD Per Annum,Permanent Job,7-10 Years,Cloud solutions  Asset Management  Middle Office  Data Management  Data Governance  Togaf  Saas  Data Architecture  Data Warehousing  Front Office  Architect  Strategy  Emotional Intelligence  Back Office  c level contacts ,"Must have experience in the data/ technology industry, preferably in the asset management vertical
Understanding of the asset management lifecycle, including trade flow and key front/middle/back-office concepts
Experience defining data architectures and providing governance and oversight for that architecture
Strong communication skills (written and verbal) and ability to discuss strategy at the C-level
Experience working with a variety of software and services vendors, including SaaS and other cloud-based solutions
Involvement in large, multi-year change programmes
Organisational awareness and strong emotional intelligence
Architecture qualifications (i.e., TOGAF) are highly regarded",Other,IT,Other Software/Hardware/EDP,,24 days ago
Marketing internship,Apartment Private Ltd.,12000-15000 SGD Per Annum,Permanent Job,0-1 Years,Outlook  Microsoft Office  adobe creative cloud  SEO  Graphic Design  Premiere  Social Media  Ability To Work Independently  Social Media Management  Marketing  Photography  Photoshop  Video Editing  Team Player  facebook ,"Marketing Intern Job Responsibilities:
Support marketing campaign planning and execution.
Write copy for social media posts, promotional emails, and other marketing collateral.
Assist in the creation of written, video, and image content for marketing channels.
Participate in marketing brainstorming sessions.
Assist in the management of website SEO.
Take part in formal and informal training opportunities.
Measure and report the results of marketing initiatives.
Marketing Intern Qualifications / Skills:
Applied understanding of basic marketing principles
Familiarity with major social media platforms (Facebook, Twitter, YouTube, etc.)
Creative problem-solving skills
Self-starter with ability to work independently
Comfortable with multitasking in a deadline-driven environment
Excellent written and verbal communication skills
Understanding of SEO techniques and best practices
Basic photography, image and video editing, and graphic design skills
Education and Experience Requirements:
Successful completion of introductory courses in marketing, business, or equivalent
Proficient with the use of Microsoft Office (Excel, Outlook)
Previous experience with the use of Adobe Creative Cloud (Photoshop, Premiere Pro) and social media management tools (Hootsuite, Sprout Social) a plus
Qualities
Boundless Enthusiasm
Creativity
Loyalty
Know Their Audience
See The Big Picture
Team Player",Other,Marketing & Communications,Brand Manager,,24 days ago
Big Data Lead,Newbridge Alliance Pte. Ltd.,96000-156000 SGD Per Annum,Permanent Job,5-7 Years,Big Data  High Availability  Hadoop  Application Servers  MySQL  Automation Tools  Predictive Analytics  Tomcat  Configuration Management  Ansible  Java  Project Delivery  Teraform  Business Acumen  brand equity  Revolution ,"Our client's engineering team is looking for a Senior Big-Data DevOps engineer to join and help to automate the build, release, packaging, and infrastructure provisioning and support processes.
The candidate is expected to own the full life-cycle of provisioning,configuration management, monitoring, maintenance, and support for cloud as well as on-premise deployments.
Responsibilities
DevOps experience managing the Big Data application stack including HDFS, YARN, Spark, Hive, and Hbase
Deeper understanding of all the configurations required for installing and maintaining the infrastructure in the long run
Experience setting up high availability, configuring resource allocation, setting up capacity schedulers, handling data recovery tasks
Experience with middle-layer technologies including web servers (httpd, ningx), application servers (Jboss, Tomcat) and database systems (postgres, mysql)
Experience setting up enterprise security solutions including setting up active directories, firewalls, SSL certificates, Kerberos KDC servers, etc.
Experience maintaining and hardening the infrastructure by regularly applying required security packages and patches.
Experience supporting on-premise solutions as well as on AWS cloud
Experience working with and supporting Spark-based applications on YARN
Experience with one or more automation tools such as Ansible, Teraform, etc
Experience working with CI/CD tools like Jenkins and various test report and coverage Plugins
Experience defining and automating the build, versioning and release processes for complex enterprise products
Experience supporting clients remotely and on-site
Experience working with and supporting Java- and Python-based tech stacks would be a plus",Other,Banking,Product Manager - Auto/Home/Personal Loan,18/3/2022,17 days ago
L1 IT Support [Shift | Ubi] - 3775,The Supreme Hr Advisory Pte. Ltd.,28800-33600 SGD Per Annum,Permanent Job,0-2 Years,Azure  Information Technology  Application Support  Networking  Windows  Excel  Linux  Technical Support  Troubleshooting  Hardware  Ticketing  Customer Support  Administration  Compliance  Team Player  Customer Service ,"Clicking APPLY NOW or Whatapps +65 82269116
Reg No: R21103775
The Supreme HR Advisory Pte Ltd EA No:14C7279
Main Duties and Responsibilities:
To provide 1st level of support via hotline calls and emails with SLA
To log all customer requests into internal ticketing system.
To monitor Linux & Windows system on AWS and Azure cloud
To provide efficient and timely technical support to end-user.
To escalate any unresolved issue to 2nd and 3rd level engineers for further resolution
To follow up on the progress of all outstanding issues until closure
To perform other IT related duties when assigned by the management",Other,IT,Other Software/Hardware/EDP,,17 days ago
SAP BOBJ Consultant,Techcom Solutions India Private Limited,Not Specified,Contract Job,5-10 Years,Sap Bobj  Lumira  Design Studio  Business Objects  SAC ,"Responsibilities
Develop new dashboards based on Lumira Designer and reports using Web Intelligence tools
Develop self-service reports using Lumira discovery
Perform data models in SAP analytics cloud and capable of building dashboards and reports in SAP Analytics cloud
Responding and resolving defects that may arise in the Testing
Able to work independently and collaboratively in a project environment
Weekend and occasional OT support are expected

Required Qualifications
1. Experienced in SAP BOBJ applications end to end minimally for 5 years
2. Expert in Design Studio and Lumira Designer and has developed at least 20 over dashboards using these tools
3. Expert in SAP Web Intelligence reports
4. Experienced in SAP Analytics Cloud and Lumira Discovery
5. Good Knowledge in handling SAP BOBJ CMC and exposure to various data source connections
6. Knowledge on HANA studio and HANA views as data source for dashboards and Reports
7. This position is not on SAP BW.",IT/Computers - Software,IT,Software Engineer/Programmer,,18 days ago
System Analyst (Adobe/Gov/10 months)-IK,Bgc Group Pte. Ltd.,48000-96000 SGD Per Annum,Permanent Job,2-5 Years,Microsoft Azure  Scrum  Javascript  Web Technologies  Adobe Analytics  Performance Tuning  Java  Accessibility  Agile Software Development  program development  Troubleshooting  Oral Communication Skills  Analytical Skills  Ability To Work Independently ,"Interested applicants can send your resume to [HIDDEN TEXT] and allow consultants to match you with our clients. No charges will be incurred by candidates for any service rendered.
Contract duration: <10 months
Roles & Responsibilities:
Gathering requirements from users, translating them into system specifications, designing, testing, implementing, maintaining application systems.
Upgrade systems and solve problems to maintain system after execution.
Execute and develop technical reports, instructional manuals and memoranda for program development documentation.
Support computer programmer resolving work problems like flow charts, program specifications and programming.
Requirements:
Tertiary education (Degree or Diploma) in relevant field is preferred.
At least 4 years of relevant web application experience.
Good hands-on experiences in JavaScript, Java, HTL.
Experiences in the following languages, tools and technologies will be an added advantage:
Adobe Analytics
Other Adobe suite of products - Adobe Target, Adobe Campaign, Adobe Audience Manager
SEO and Web Accessibility tools - SEMrush, SiteImprove
Agile software development tools and standards e.g. SCRUM
Microsoft Azure Cloud technology i.e. Azure Search Services
Government Commercial Cloud
Good experience in front-end web technologies and back-end programming.
Good experience in implementing, troubleshooting, performance tuning of web applications.
Good experience in building secure and resilient internet applications will be advantageous.
Good written and oral communication skills with ability to collaborate across teams.
Strong analytical skills and a self-starter with ability to work independently.
Irene Koo
IT&T Recruiter
BGC Group Pte. Ltd., Singapore
EA License No.: 05C3053",Other,IT,Other Software/Hardware/EDP,,17 days ago
