job_title,company,salary,job_type,years_experience,tech_stack,job_description,industry,function,roles,last_updated,posted_on
Senior JAVA Developer,Unisoft Infotech Pte Ltd,108000-180000 SGD Per Annum,Permanent Job,5-7 Years,Git  Web Services  Cloud Computing  REST  Angularjs  Shell Scripting  Spring Framework  UI  Sql  Java  Linux  Software Development  Hibernate  Strong Attention To Detail  Adaptable  Banking  Team Player ,"With the shift towards Digital, the value partner of our client is rapidly moving into transforming digitally. They are building a team of digital experts to help them with the transition.
Expected Skill Set:
8+ years of experience in Java
6+Experience in UI frameworks such as AngularJS and/or Angula
r6+ years of experience in Spring Framework
6+ years of experience in REST web services
Nice to have skillset and experience:
Experience in:
Banking domain
Cloud computing technologies
Linux shell scripting
Git commands",Other,IT,Other Software/Hardware/EDP,,3 days ago
Cloud Solutions Architect - Azure / AWS,Randstad Pte. Limited,84000-102000 SGD Per Annum,Permanent Job,2-5 Years,Cloud solutions  Microsoft Azure  Azure  Cloud Computing  cloud management  AWS  Solution Architecture  Networking  Technical Sales  Amazon Cloud  Software Development  Architect  Architectural  architects  technology solutions  Strategy  Presentation Skills  Consulting  Hybrid Cloud ,"Pro work life balance culture
Opportunity to work with the latest IT technologies and products
About the Client
Our Client is one of the market leaders in the technology solutions space. They have a well established presence of more than 20 years with more than 1000 employees globally. With rapid expansion plans, they are now looking for a Cloud Solution Architect to be a part of their team.
About the Job
As a Cloud Solution Architect, your responsibilities involve:
Understanding customer requirements while providing cloud solutions through presentations and demonstrations.
Preparing solution designs according to customer requirements while matching customer needs with appropriate technology solutions and products.
Collaborating with business and delivery team to design and implement cloud solutions
Skills and experience required
As a successful candidate, you should have at least 3 years of working experience in a Cloud Engineering / Consulting role. You should have a good working experience with Azure / AWS. In addition, you should have a good working knowledge of infrastructure setups such as servers, OS, storage.
Any professional certifications in Cloud Solution architecture is advantageous to have.
Whats on Offer
This is an exciting opportunity to join one of the Global MNC in the Technology solutions space as their Cloud Solution Architect. You will get the opportunity to work with the latest technologies and products while providing end to end solution designing to solve real business problems.
To apply online please use the apply function, alternatively you can reach me at https://www.linkedin.com/in/RoystonLow. (EA: 94C3609 / R1871559)",Other,IT,Other Software/Hardware/EDP,,2 days ago
"Sales Representative, Small/Medium Businesses, Google Cloud - Singapore",Google Asia Pacific Pte. Ltd.,66000-132000 SGD Per Annum,Permanent Job,0-2 Years,Scalability  Azure  Cloud Computing  Vmware  Vblock  Google Cloud Platform  Saas  Virtualization  CRM  Customer Experience  experimentation  Customer Contact  Sales Engineering  Advocacy  Audit ,"The area: Google Cloud
Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what's next for their business all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers developers, small and large businesses, educational institutions and government agencies see the benefits of our technology come to life.
The role: Sales Representative, Small/Medium Businesses, Google Cloud - Singapore
Our team inspires leading companies, schools, and government agencies to work smarter with Google tools like G Suite, Search, and Chrome. You reach out proactively to show customers how Google Cloud solutions can help them become more productive, mobile, and collaborative. You'll maintain relationships with clients and work cross-functionally to devise solutions and support for Google's clients.
Additional Role Description:
The Small- and Medium-sized Business (SMB) Sales team focuses on business development in relation to small and medium-sized businesses, a critical segment for the Cloud business. The Sales team's priority is to maximize business growth from the SMB segment, predominantly through strategic pitching and advocacy, and cultivation of partners. The team also participates in research and experimentation with data-driven, scalable solutions intended to improve conversion rate and customer lifetime value.
As a Sales Representative focused on the Indonesian Market, you are an expert blend of sales, technology and strategy. Much of your time will be spent talking with customers, discussing and advocating for the value of Google Cloud solutions, particularly Google Workspace. In addition to having a passion for sales, you also possess analytical and creative skills. As you talk with many customers and partners each month, you will have ideas for how we can improve our product or enhance the customer experience.
In this role, you will manage new initiatives or experiments, while also using your ability to manage stakeholders across many different functional teams in order to execute quickly and to drive success. You will also work to develop the business growth of your assigned territory through campaigns, partner development and marketing events.
Responsibilities:
- Manage opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary. Serve as the primary customer contact for all adoption-related activities.
- Deliver against assigned strategic goals while prioritizing an outstanding customer experience for our customers.
- Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
- Work with our Sales Engineers and trusted Google Cloud Partners as a critical member of the Sales team in order to maximize business results and to cultivate opportunities with small and medium businesses.
Minimum qualifications:
- Bachelor's degree or equivalent practical experience.
- Experience discussing platform and infrastructure-as-a-service
- Experience with the cloud computing market.
- Educate and advocate for Google and our products when presenting to Bahasa-speaking clients and agencies on new products, campaign results, and performance.
Preferred qualifications:
- Experience using CRM systems (e.g. Salesforce.com). Demonstrated track record in reaching and exceeding strategic goals in the technology industry with SaaS, PaaS or IaaS products.
- Technical or Sales Engineering experience in Computer Science or Information Systems.
- Technically minded, with an in-depth understanding of the technology and cloud computing market, and a passion for Google Cloud products (Workspace, Google Cloud Platform).
- Ability to build influential relationships and to deliver results in a cross-functional/matrixed environment.
- Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.",Other,IT,Other Software/Hardware/EDP,,4 days ago
Cloud Engineer,Amaris Consulting Pte. Ltd.,84000-108000 SGD Per Annum,Permanent Job,5-7 Years,Mac  Kubernetes  Azure  Cloud Computing  Scripting  Amazon Web Services  Python  Operating Systems  Windows  Docker  Ansible  Java  Python Programming  Linux  Architect  Consulting ,"Your Role
Create, test, and implement cloud computing services
Engineer network changes
Perform software integration
Assist with deployment of cloud-based infrastructures
Oversee database management
About you
Minimum qualifications and Experience:
At least 5+ years of experience in the field of cloud computing.
Technical Competencies
Bachelor's degree in computer science or a related field
Experience scripting in Java and Python programming languages
Experience with cloud computing services, such as Azure or Amazon Web Services
Scripting skills or experience
Familiarity with DevOps practices
Experience with database management
Experience with various operating systems (Windows, Mac OS, and Linux)
Equal opportunity
Amaris Consulting is proud to be an equal opportunity workplace. We are committed to promoting diversity within the workforce and creating an inclusive working environment. For this purpose, we welcome applications from all qualified candidates regardless of gender, sexual orientation, race, ethnicity, beliefs, age, marital status, disability or other characteristics.",Other,Others,Other Roles,15/3/2022,4 days ago
"Staff Backend Engineer, APAC",Delivery Hero Apac Pte. Limited,180000-360000 SGD Per Annum,Permanent Job,10-15 Years,Tdd  MongoDB  Automation Testing  Cloud Computing  Agile  Agile Methodology  Distributed Systems  Vcs  Python  Java  Debugging  Api  Databases  Software Development  Customerfocused  Shipping ,"Roles & Responsibilities
There is no love sincerer than the love of food. - George Bernard Shaw
Do you love food and convenience put together Then you will definitely love foodpanda!
foodpanda (small f) is the world's favourite way to order food online from the comfort of your home or office. Whether it's getting your hands on your favourite pasta, kebab or pizza, we believe that no one should have to suffer from hunger attacks ever again.
However, this doesn't happen without some really awesome people. We are looking for a Principal Engineer (Tech Lead), based in our exciting Singapore office to support our growing regional Product and Engineering team that is also based in Singapore. You will be part of an international team of highly talented and motivated people.
As Principal Engineer, you will be working closely with our central product team based in Berlin. You will be a leader at the forefront, as this role would require strong collaboration across various technology teams. You will be responsible for building a new product solving real-life problems for our restaurant partners and contact centre. We are developing a new menu management product which plugs in with our existing restaurant portal which is based on plug-in architecture. This is a new role and you will be the first person to be hired as part of the engineering team in Singapore. In this role, you will be responsible for developing the architecture of the overall technology stack best suited for the product.
Over the next 12 months you will:
You will be responsible for hiring and building up the pioneer engineering team
You will work closely with the central product team based in Berlin and collectively identify the best tech stack for the product.
You will design, develop and release MVP of the product.
You will work closely with the existing product team based out of Singapore.
You will gain fantastic exposure to scaling a tech team at a unique pace
Required Experience:
At least 12 years of Engineering experience with at least 3 years experience managing a team
Experience with the following would be highly beneficial:Building API first systems for Single Page Application clients
Collaborating with remote second parties
Working in TDD environments unit tests, functional tests, integration tests
Setting up Automation testing suite
Containerization and infrastructure management in a large engineering organizational setting
Experience with Relational and NoSQL databases
Experience with cloud computing (AWS and/or GCP)
Experience in micro-services required
AWS clouds and the relevant DevOps services and tools
Experience with designing and architecture of microservices and distributed systems
Event-Driven architecture and DDD are a plus
Experience in software shipping cycles (dev, deploy, release, CI) and open-source software dev
Well versed in agile methodology
Comfortable with a customer-focused, high paced environment
Agile, DevOps, Software Craftsmanship: Scrum/Kanban, CI / CD, code optimization for performance and maintenance, bug management in production,
Back-end: GoLang is preferred but others are relevant as well but, Java, Python, Node.js also preferred
Knowledge of the whole web stack, understand how all the pieces fit together (front-end, web server, load balancer, database, network layer, etc.)
Immediate availability strongly preferred
What We Offer
A dynamic and challenging working environment
An extra steep learning curve
Responsibility from day one in a fast growing and global company
A vibrant and international team with a diverse background
Regular company and team events",Other,IT,Other Software/Hardware/EDP,15/3/2022,4 days ago
Principal Solutions Consultant - Enterprise Information Management Solutions,Flintex Consulting Pte. Ltd.,180000-192000 SGD Per Annum,Permanent Job,10-15 Years,Big Data  Cloud Computing  Erp  Amazon Web Services  Text Mining  Archiving  Architectural  Information Management  Property  architects  Documentation Skills  Selling  Reliability  Articulate ,"Main Responsibilities and Tasks:
Work on nominated South East Asia (SEA) accounts, and support neighbouring regions within Asia-Pacific as and when required
Enable and support the Account Executives for success by managing discovery, end-to-end solution design, technical and architectural needs within the accounts (including responding to RFI, RFP, etc.)
Analyse complex customer EIM requirements and translate the requirements into solutions addressable by our software platform this includes pro-actively working with customers to identify major business pains across the customer's organization, providing resolutions and surfacing tangible business values for the customer
Develop aligned strategies (low hanging, high value, forward-thinking) with the customer, for mid-level and C-level consumptions and acceptance of the overall value propositions
Be a trusted advisor and a thought leader to our customers, partners and across the OpenText organisation
Desired Capabilities:
Has a strong working knowledge of Enterprise Information Management (EIM) solution lines, with the ability to articulate how the complete EIM solution lines work together, architecting a complete EIM offering which showcases the business values the suite offers, for the customer's current and future needs
Has the domain knowledge & experience in in cloud-related technologies, ECM & content services generally, capture/OCR-related technologies, business processes automation and low-code development solutions
Has experience and understanding of other technical domains, including leading systems of record applications (such as ERP, HRMS, PLM etc), analytics & big data, customer/digital experience, text mining, integration, mobility, security, information governance (Records, PII, archiving, etc).
Has the ability to communicate complex concepts and issues resolutions (problem-solving) aggressively and effectively, selecting language, tone, and format perfectly targeted to the audience/stakeholders, showcasing the skills to make compelling tailored presentations to get the buy-in from the abovementioned audience/stakeholders
Has the technical competency to research, develop, showcase and articulate, through comprehensive presentations, high-quality demonstrations and POCs, the amalgamate perspective of the overall EIM suite, closely working together with the extended teams
Is intrinsically curious, passionate and driven to be constantly up to date with the necessary knowledge/skills on current and emerging technologies, and in developing innovative solutions, for a rapidly changing environment and evolving customer demands
Required Experience and Skills:
Minimum of 10 years of relevant work experience in business and/or software sales environment, and minimum of 5 years of relevant work experience in solution suite architecting
Bachelor's Degree in relevant field(s)
Solution & value-based selling experience, with the ability to demonstrate complex EIM concepts into customer needs, business models and IT solution strategies, supported with strong communication, presentation and documentation skills
Knowledge of software industry relating to all aspects of EIM solutions, with preferably experience in specific vertical/industries (FSI, E&E, etc.)
Have led a team of solution experts, in designing/weaving the various solution focuses into an end-to-end solution offering to the targeted stakeholders, internal (management, other disciplines, etc.) and external (customers, partners, etc.)
Ability to travel as required, when cross-border travels are allowed in future",Other,Others,Other Roles,15/3/2022,4 days ago
Bid Support Engineer,Aluminium Offshore Pte. Ltd.,48000-60000 SGD Per Annum,Permanent Job,2-5 Years,Change Management  Cloud Computing  Technical Training  Windows  Linux  Technical Support  Troubleshooting  Construction  Hardware  Architect  Customer Care  Fabrication  Project Management  Writing  Disaster Recovery ,"Manage technical negotiations and be responsible for technical compliance of all tenders/bids
Review tender documents received by the Company, participate in the construction and writing of the proposals, and generate the required technical information and deviations list for a tender
Effectively coordinate with internal departments for the best and competitive solutions
Recommend alternative technical solutions where these may be allowed and lead to a better product/ cost effectiveness
Effectively write, present and communicate competitive bids to both internal and external stakeholders, compiling all queries and requests for additional information for communication to Clients and participate in tender clarification meetings
Coordinate and liaise with Clients and internal departments to ensure timely responses to bid submissions and technical queries
Develop new methodology for workflow improvements
Assist BD Manager to review and advise on contractual matters
Provide technical training to other staff in the team/company.
Qualification
Degree in engineering with at least 3 years of relevant experience
Familiar with techno-commercial bids an tenders, preferred in the offshore fabrication industry
Possess strong technical knowledge and experience
Experience with project management will be an advantage
Result-oriented, be of positive attitude, independent, responsible, fast and accurate with sharp focus on winning projects
Strong written and oral skills",Other,Manufacturing/Engineering/R&D,Other Production/Engineering/R&D,15/3/2022,4 days ago
"Account Executive, Vietnam",Salesforce.com Singapore Pte. Ltd.,96000-180000 SGD Per Annum,Permanent Job,5-7 Years,Cloud Computing  Aes  Excel  CRM  Internal Communications  Tax  Selling  Powerpoint  Public Relations  Accounting  Accountability  Social Media Marketing  Team Player  Microsoft Word  Business Development  Audit ,"Account Executive, Vietnam, Commercial
We are seeking proven sales performers to help us grow our loyal customer base for our Commercial division. This is a role for someone who is a hunter and hungry for new business success. Responsibilities include generating new business in new accounts and also expanding the footprint inside existing customers, as well as playing a key role as you drive strategic CRM initiatives for our customers. This is a role for someone who can see the value of Cloud Computing and who can be a combination salesperson and evangelist to get the Salesforce penetration into the sector growing even more. On top of your own business development, we provide a range of support functions to help create and drive opportunities from internal sales support to highly skilled pre-sales so it is not just you against the world.

Responsibilities:
Developing and managing relationships within our Commercial segment focusing on customers in Vietnam.
Managing complex sales-cycles and presenting to C-level executives the value of our enterprise suite of applications.
Forecast sales activity and revenue achievement in Salesforce while creating satisfied and reference-able customers.
Demonstrating our product via the Web.
Requirements:
5-8 years of experience carrying quota and closing deals in software (business applications preferred) or technology sales.
Extensive experience selling to customers in Vietnam.
Consistently over-achieved quota (top 10-20% of company) in past positions.
Successful track-record managing complex deals from lead to close.
Must speak highly fluent Vietnamese as this person will be selling to customers in Vietnam.
Desired Skills
Strong and demonstrated written and verbal communications skills.
Previous Sales Methodology training preferred.
CRM experience preferred.
Ability to work in a fast pace, team environment.
Strong customer references.
Strong computer skills, including CRM, Microsoft Word, PowerPoint and Excel",Other,Sales/Business Development,Other Sales,15/3/2022,4 days ago
Senior Solution Architect,Rackspace Singapore Pte. Ltd.,144000-216000 SGD Per Annum,Permanent Job,5-7 Years,Application Architecture  Microsoft Azure  Cloud Computing  Vmware  Agile Methodologies  Solution Architecture  Architect  Technical Presales  Public Sector  Technical Design ,"Rackspace Technology is a global cloud computing services pioneer, with the role offering growth and learning opportunities across our multi-cloud solutions.
As a Pre-Sales Solutions Architect, you will be helping customers transform and solve real business problems by providing technical design advice to both new and existing customers across a broad range of industries such as finance, e-commerce, healthcare, public sector and infrastructure.

To be successful in the role, you will have confidence in your skills, be agile under pressure and always available to mentor team members.
Requirements:
Previous pre-sales experience, combining customer facing, commercial and technical capabilities
Previous experience working with Microsoft Azure and AWS cloud platforms in either a pre-sales or engineering role with an interest in technical pre-sales
Experience working with Public and Private Cloud platforms based on VMware, Microsoft, or OpenStack technology
Presenting to a variety of audiences through use of various mediums such as whiteboarding, phone / video conference, stage, etc.
You have experiences with leading customer workshops exploring the requirements and mapping solutions
You have experience with developing winning themes and then writing technical responses to bids (RFP's & RFI's)
Comfortable engaging at all levels of a customer's business, from working with senior/C-level leadership to guiding IT-specialists and developers on building solutions
Broad technical background and experience in a variety of technologies and services
You have a good understanding of modern application landscapes and their dependencies on the infrastructure platform",Other,IT,Other Software/Hardware/EDP,15/3/2022,5 days ago
Immediately hiring Fresh Graduates & Mid-careerists - Cloud Engineers (Infrastructure),Hays Specialist Recruitment Pte. Ltd.,42000-57600 SGD Per Annum,Permanent Job,0-2 Years,Cloud Applications  Azure  Cloud Security  Cloud Computing  Devops  AWS  Vmware  Google Cloud Platform  Agile  Windows  Itil  Ansible  Virtualization  Linux  Defence  Troubleshooting  Technical Skills  Computer Science ,"Cloud Engineer

Join a rapidly expanding global Technology firm working with clients in the security, maritime and defence industry.

Your new company
This is a great starting platform for Fresh Graduates/Mid-careerists, our client is a Technology firm with great brand presence. They provide great benefits with plenty of learning and training opportunities. Office hours, permanent job. The firm is looking to pilot their first Graduate programme for aspiring Cloud Engineers to gain more exposure in the new cloud technologies and infrastructure.
Your new role
Based on the learning and training opportunities, you will be exposed to a variety of Cloud and DevOps tools. You will participate in the overall technical design, troubleshooting, implementation of solutions and other agile practices in the company. You will learn to match the needs of internal business units and external clients, to fully develop both your soft and technical skills. This role really provides a huge platform and great foundation to venture into various parts of Cloud and DevOps.
What you'll need to succeed
You will need:
Cloud certifications an added advantage
Knowledge of Infrastructure as Code tools such as Terraform, will be advantageous
Passionate to learn more emerging technologies in the Cloud space
What you'll get in return
Excellent and unique opportunity to work in a diverse environment dedicated to your professional growth. You will work with an established technical team and receive multiple training opportunities.
What you need to do now
If you're interested in this role, click Apply Now to forward an up-to-date copy of your CV to [HIDDEN TEXT], or call us now at 6232 0158.
If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.

Registration ID no. R2095763 | EA License Number: 07C3924 | Company Registration No: 200609504D",Other,IT,Other Software/Hardware/EDP,15/3/2022,4 days ago
Senior Account Executive- SEA - Public Sector & Strategic Accounts,Flintex Consulting Pte. Ltd.,132000-144000 SGD Per Annum,Permanent Job,5-7 Years,Big Data  Cloud Computing  Data Integration  Open Source  Excellent Communication Skills  Pipelines  Tax  Public Sector  Selling  Sales Process  Accounting  Team Player  Business Process  Territory Planning  Audit ,"YOU ARE GREAT AT:
Consultative selling and intensely listening to your customers.
Preparing comprehensive Account and territory plans.
Identifying and converting opportunities into sales.
Skillfully executing each phase of the sales process from pipeline generation to closing the deal.
Masterful client presentations and running effective meetings.
Clearly articulating the value proposition of solutions and products and the endless possibilities of the digital enterprise to your customers.
Collaboration across all internal teams and resources to ensure you bring the best solution to your clients.
WHAT IT TAKES:
You have a track record of at least five years of selling Software Solutions across the Public Sector (Singapore and Southeast Asia) and Strategic Accounts.
You have experience working in a consultative capacity with C-level customers/ Departmental heads on complex cloud-based, on-premises or hybrid solutions.
You have expert knowledge of Public Sector tender and buying process and know all your key competitors and closely follow industry trends.
You deploy advanced sales methodologies and tools to achieve and exceed your targets.
Whether it's the challenge of developing new accounts or finding untapped opportunities in your existing client base, the opportunity to grow our business is what drives your efforts every day.
You are intellectually curious, easily grasp new products and solutions, and bring the spirit of innovation to your customers.
Completed post-secondary education and a passion for continuous learning",Other,IT,Other Software/Hardware/EDP,15/3/2022,4 days ago
IS Cloud Applications Services Specialist,Flintex Consulting Pte. Ltd.,78000-102000 SGD Per Annum,Permanent Job,5-7 Years,Kubernetes  Cloud Computing  Scrum  Google Cloud Platform  Drupal  Saas  Animation  System Architecture  Project Delivery  Linux  Technical Support  Work Autonomously  Excellent Communication Skills  Architecture Design  Team Player ,"IS Cloud Applications Services Specialist
Job Overview and Responsibilities
This position is/will:
a part of the CIO IT organization
belong to the Integrations & Architecture Service Line, meaning that your integrations skills will be highly appreciated
be part of an interdisciplinary team with rich profiles specialising in Google Cloud Computing, Drupal platform, automation with DevOps mindsets
have great chances to collaborate with other teams working on innovation topics such as Machine Learning, Big Data, IoT, digital and modern solutions in the Cloud
Education and Experience
Experience and familiar with cloud technologies and capabilities
Minimum 3 years of Cloud experience/journey/implementations
Minimum 5 years of digital project delivery
Experience in animation and continuous partnerships with outsourced providers
Security and compliance competencies
Experience of working in international and multicultural environment
Skills
Automating things!
Enthusiastic at improving current methods and challenge status quo
Passionate on DevSecOps
Passionate about new technologies and innovations happening around. Constantly upgrade knowledge on latest technologies and standards
Deep knowledge/hands on experience on programing languages (e.g JAVA, Python, Javascript, and dev framework etc)
Full development life cycle, System architecture, design, implementation and operation
OS and tools/concepts (e.g Linux, Kubernetes, Container, gitlab etc)
What it takes:
Familiar with various Cloud Models such as IaaS, PaaS and SaaS (AWS, GCP)
Strong team player
Solution driven and results oriented with deep analytical and problem solving skills
Excellent communication skills in English
Open minded and willingness to learn, unlearn and relearn
A growth mindset to openly give and receive feedbacks, experiment and learn from mistakes quickly
Ability to work autonomously and to be proactive / force of proposals
Ability to understand external solutions, market best practices and evolutions
Ability to work collaboratively across the organisation (IT and non-IT)
Bonus skills:
Ansible/Terraform
Working knowledge in Google Cloud Platform
Scrum methodology and best practice",Other,IT,Other Software/Hardware/EDP,15/3/2022,4 days ago
Full-stack Tech Lead,Sygnum Pte. Ltd.,108000-144000 SGD Per Annum,Permanent Job,10-15 Years,Git  It Operations Management  Asset Management  Cloud Computing  Devops  AWS  Html5  Database Development  Agile Development  Project Leading  Continuous Improvement  EcoSYSTEMS  Passionate  Web Developers  Capital Markets  Shaping  Hybrid Cloud  Cloud Computing Application  Agile application ,"Sygnum Singapore is a digital asset-focused fund manager, operating under a Capital Markets Services licence from the Monetary Authority of Singapore. With our suite of asset management offerings, we enable accredited and institutional investors to build exposure to digital assets within their portfolios with complete trust. Together with Sygnum Bank AG, the world's first digital asset bank, our interdisciplinary team of banking, asset management and Distributed Ledger Technology experts in Switzerland and Singapore are shaping the future of a globally trusted digital asset ecosystem.
We are looking for a passionate FULL-STACK TECH LEAD to join our growing, high impact team in our office in Singapore.
Tasks
Take technical responsibility of a project, leading a small group of developers
Develop robust, performant and scalable microservices, build frontends, libraries and components
Be responsible in DevOps manner for the whole process from development through code review, continuous integration pipelines, up to the deployment to the cloud
Align architecture, technology and solutions between the projects through our guilds and tech meetings
Requirements
Experienced software engineer in the stack mentioned below
Enthusiasm about and experience in Linux and OSS
Experience in software and cloud architecture
Experience in security and secure software development lifecycle (SSDLC)
Ability to lead an international and geographically distributed team
Excellent communication skills in English
Strong interest in or knowledge of crypto currencies / blockchain / cryptography
Interested in decentralized finance
Contributions to OSS
Master of Science (engineering preferred)
Required Technology Stack
You cover most of our tech stack or are willing to learn:
React, Redux, HTML5, CSS3, StencilJS
NestJS (NodeJS), TypeORM
WebSockets
Blockchain, web3js, etherjs, Rosetta
Kafka, Redis, Zookeeper
Docker, Dockerfile, docker-compose, GitLab CI/CD, OpenShift
AWS: ECS, EKS, S3, RDS, Lambda, Step Functions, etc.
PostgreSQL, DynamoDB
Benefits
The chance to be part of a movement shaping the future of our world's financial system
An amazing team of highly skilled and motivated people
The possibility to do part of your work remotely
If this reads like your profile, please send us your application with a CV and motivational letter. Even if you're not there yet but still think you could be a good fit for our team, please contact us and we'll figure something out. Thank you.",Other,IT,Other Software/Hardware/EDP,15/3/2022,3 days ago
Presales Solution Architect,Wiz Technologies (s) Pte. Ltd.,48000-96000 SGD Per Annum,Permanent Job,2-5 Years,Cloud Computing  Vmware  Networking  Windows  Ansible  Virtualization  Linux  Customerfacing  Architect  Windows Operating Systems ,"This position reports to Operation Director of Wiz Technologies (S) Pte. Ltd.. Wiz Technologies (S) Pte. Ltd. is committed to a HIGH-PERFORMANCE culture that emphasizes on empowerment, quality, continuous improvement and learning.
Role and Responsibility
Presales and Solution Architect is to support our sales team in engaging potential customers and understand their requirements in the Infrastructure area. Provide the overall estimate of efforts needed to support customers needs and assist Sales Team in coming up with the quotation. Involve in the handover and initial support to the operation team to setup the customer support agreement.
Contribute to the technical evaluation process with our Private and Public Cloud's customers for VMware-aaS technical sales cycles, managing product/solution briefings, proof-of-concept work, and the coordination of technical resources.
Assist the Sales teams in technical qualification of new opportunities for VMware-aaS on our Private Cloud and Public Cloud Platform, identifying key customer technical objections and developing technical solution strategies. Support Sales teams when deploying VMware applications in the selected cloud.
Recommend, demonstrate, and prototype VMware-aaS on our Private Cloud and Public solutions in customer environments, using best practices for VMware-aaS on Google Cloud.
Assist the Infrastructure Modernization Solutions management team, contributing to solution and use case specific assets. Travel to customer sites, conferences, marketing events, and other VMware ecosystem related events up to 50% of the time.
Minimum qualifications:
Experience with the VMware technology stack or Microsoft technology stack.
Experience as a direct technical sales engineer within enterprise cloud computing environments or in a customer-facing role.
Experience architecting solutions with VMware technologies, sizing and costing for VMware in cloud solutions.
Preferred qualifications:
Degree in Computer Science or other relevant technical field.
Experience as an IT infrastructure consultant or enterprise architect working in datacenter investment strategies and proposals.
Experience in networking (i.e., Linux, software-defined networking, network virtualization, open protocols, application acceleration and load balancing, DNS, virtual private networks) and their application to PaaS and IaaS technologies.
Experience with deployment methodologies and technologies (CI/CD, Chef, Puppet, Ansible, etc.).
Experience with Windows, Linux system administration, and/or Enterprise applications and achieved VMware Whiteboard Design Certification.",Other,IT,Other Software/Hardware/EDP,15/3/2022,4 days ago
Cloud Engineer,Itconnectus Pte. Ltd.,60000-96000 SGD Per Annum,Permanent Job,2-5 Years,Kubernetes  Azure  Cloud Computing  Scripting  Sdlc  Python  Docker  Ansible  Java  Linux  Software Development  Troubleshooting  Architect  Job Descriptions  Writing  Cost Control ,"Job Descriptions:
Experienced AWS Cloud Administrator to work alongside web and the application team to support transition and operation of it client web sites / applications in Amazon Cloud.
Deploying, managing, and operating scalable, highly available, and fault tolerant systems on AWS Migrating an existing on-premises application to AWS
Implementing and controlling the flow of data to and from AWS
Selecting the appropriate AWS service based on compute, data, or security requirements
Identifying appropriate use of AWS operational best practices
Estimating AWS usage costs and identifying operational cost control mechanisms
Communicates orally and in writing to high level public officials, as well as a variety of audiences.
Produce weekly activity reports, oral presentations, briefings, standard operating procedures (SOPs), software development life-cycle (SDLC) documents and checklists, risk and issues logs and required artifacts.",Other,IT,Other Software/Hardware/EDP,15/3/2022,3 days ago
Cloud Engineer (Automation),Recruit Expert Pte. Ltd.,48000-60000 SGD Per Annum,Permanent Job,2-5 Years,Puppet  Cloud Applications  Cloud Security  Cloud Computing  cloud management  Cloud Storage  OpenStack  Sdn  Cloud  Zabbix  Ansible  Troubleshooting  Cloud robotics  Cloud-based  Infrastructure  ETSI Standard  Hybrid Cloud ,"In-charge of the design, deployment, installation, provisioning, troubleshooting, and reporting for the Openstack based cloud infrastructure and related Cloud services.
Develop maintenance plans and activities for Cloud infrastructure including application of fixes, security patches and upgrades, capacity increases and other Cloud related maintenance.
Requirements:
Degree in IT/Computer Science or equivalent
At least 3 years of experience in automation with configuration managements tools like Ansible, chef, puppet etc.
Good knowledge of cloud, Hybrid configuration, diversity across platforms
If you are keen to apply for the position, kindly email your detailed resume in MS Word to [HIDDEN TEXT] Please note that only shortlisted candidates will be notified.
For more job opportunities, please visit our website at www.recruit-expert.com
EA Licence: 19C9701
Registration: R1326740",Other,IT,Other Software/Hardware/EDP,14/3/2022,a day ago
AWS Cloud Operations Engineer,Oliver James Associates (singapore) Pte. Ltd.,12-12 SGD Per Annum,Permanent Job,5-7 Years,Cloud Computing  AWS  Software Engineering  Scripting  Amazon Web Services  It Operations  Windows  System Administration  Linux  Administration  Reliability ,"Oliver James is looking to hire an AWS Cloud Operations Engineer. This is an exciting opportunity to join a successful and expanding business where you will gain new technologies exposure.
As a progressive organization, they are seeking someone who can build and maintain reliable cloud infrastructure and services within AWS. You will be responsible to perform installation, configuration, and maintenance of solutions using AWS, ownership in diagnosis and issue resolution process and perform system administration, reliability monitoring and automation tasks.
Candidate Requirements:
Experience in technical system administration and implementation or similar duties
Experience in implementing cloud deployments or similar duties
Experience in AWS, Linux or Windows",Other,IT,Other Software/Hardware/EDP,15/3/2022,4 days ago
JAVA Developer,Unisoft Infotech Pte Ltd,81600-108000 SGD Per Annum,Permanent Job,2-5 Years,Git  Web Services  Cloud Computing  REST  Angularjs  Shell Scripting  Spring Framework  Javascript  UI  Sql  Angular  Java  Linux  J2EE  Software Development  Hibernate  Banking ,"With the shift towards Digital, the value partner of our client is rapidly moving into transforming digitally. They are building a team of digital experts to help them with the transition.
Expected Skill Set:
4+ years of experience in Java
4+Experience in UI frameworks such as AngularJS and/or Angular
4+ years of experience in Spring Framework
4+ years of experience in REST web services
Nice to have skillset and experience:
Experience in the :
Banking domain
Cloud computing technologies
Linux shell scripting
Git commands",Other,IT,Other Software/Hardware/EDP,15/3/2022,3 days ago
