MindSphere Sales Lead APAC,Siemens Technology,Not Specified,Permanent Job,4-7 Years,MindSphere Sales Lead APAC ,"Job Description :

As the MindSphere Sales Lead APAC, you will drive sales of the Siemens MindSphere industrial Internet of Things (IIoT)-as-a-Service offering in the Asia Pacific (APAC) zone. You will be accountable for business growth and the attainment of business objectives in the zone. In the role of the Sales Lead, you will directly report to the Global Sales Lead for MindSphere and will work very closely with regional Sales Management in the APAC zone. You will be responsible for executing the go-to-market strategy in APAC and thus lead a team of Portfolio Developers, Cloud Sales Specialists, and Presales. You and your team will work in close collaboration with local Account Teams and Partners on the execution of campaigns, sales plays, and initiatives to maximize and improve software opportunities for MindSphere. What are the responsibilities of this role Responsible for the MindSphere go-to-market and target achievement in the APAC zone Act as the interface between DI SW regions and Siemens Regional Companies for industrial Internet of Things (IIoT) engagements and overall sales planning Define/refine the go-to-market strategy with priority industries, customer accounts, and initiatives to achieve the target Manage the business and target planning process and ensure targets being set are aligned with and received in each country Establish and supervise measurable goals for monitoring portfolio growth against each campaign/initiative in your region and provide feedback for improvement Plan and conduct regular business reviews with global, zone, and country leadership Collaborate with cross-functional teams to create and close new business. That specifically includes collaboration with adjacent business segments to expand Siemens overall value contribution to customers. Especially pushing the integration of the entire Siemens IIoT stack from OT (operations technologies) to IT (information technologies). Strengthen and expand the existing partner ecosystem for services. That also includes considering country-specific requirements in terms of services, local partners, and the ability to deliver projects. Establish and drive an IIoT sales community in the APAC region What will help you to be successful in this role: Solid sales management or sales experience of 4+ years in B2B software sales or Software-as-a-Service (SaaS) / Cloud sales (either coming from an IT or OT background) Proven track record in driving annual recurring revenue growth Curiosity for new technologies in OT and IT as well as creating new business models Solid understanding of IIoT and data analytics and how they generate business value for all relevant personas from shop floor to the top floor Understanding of business value created by IIoT as well as strong ability to articulate this to customers at all levels Ability to define business needs and develop value propositions and contribute to the generation of compelling proposals Excelling in building business relationships on an executive level is critical for success and an existing personal network with decision-makers in the region is a plus Experience to collaborate and get results with diverse teams across multiple internal and external organizations and various countries Outstanding communication and presentation skills in English. Additional relevant languages are a plus Industrial automation, engineering, or IT background especially in SaaS or Cloud is a plus Approximately 50% travel, when Covid has subsided Organization: Digital Industries Company: Siemens Industry Software Pte Ltd Experience Level: Experienced Professional Job Type: Full-time",IT/Computers - Hardware & Networking,"IT , Sales - Engineering/Technical/IT , Sales/Business Development",Software Engineer/Programmer,,5 days ago
Software Deployment Senior Engineer,St Engineering Ihq Pte. Ltd.,78000-114000 SGD Per Annum,Permanent Job,5-7 Years,Kubernetes  Automation Tools  Cassandra  Configuration Management  Python  Java  Software Installation  Orchestration  Debugging  S3  Linux  Pipelines  video analytics  Problem Solving  Written Communication  Tooling Design ,"We're growing our video analytics platform to meet the demands of our internal and external customers. To manage this growth, we're looking for a talented Software Deployment Senior Engineer to deliver structural solutions that are scalable, automated, standardized and reliable.
Software Deployment Senior Engineer
You'll be an integral part of a self-organizing team, that supports other engineering teams with knowledge and insights into software delivery and will be responsible for the delivery pipeline. This includes necessary controls, policies and auditing are in place and enables other teams to integrate applications into production.
(Some of) Responsibilities:
Develop and implement deployment plan.
Co-ordinate with customer/colleagues to ensure readiness of enterprise IT infrastructure (servers/network/stack)
Perform software installation and documentation.
Manage the development/SIT/UAT/production environment set up
Troubleshoot server/network/software related problems
Automating and fine-tuning build and delivery processes and eliminating manual tasks.
Developing and supporting the monitoring of services, code quality and artefacts.
Identifying threats to security, reliability or performance and helping to eliminate these risks.
Coordinating with stakeholders to continuously align team's objectives with the organization's.
Excellent oral and written communication.
Experience with
setting up and supporting teams with CI/CD pipelines and environments;
container orchestration platforms;
Linux systems and one or more of the following languages: Python, Java, Golang;
at least one major cloud infrastructure provider;
configuration management and workflow automation tools;
Build Automation Tooling;
design, maintenance and compliance aspects of infrastructure as code.
your experience as a software developer to truly understand the needs and challenges of software developers.
Key technologies
Development experience with Python, C/C++, Java, Spring Boot
Understand and/or Experience with cloud orchestration technologies, such as Kubernetes
Deep familiarity with Dockers
Understand and/or experience with debugging and triaging of issues in unfamiliar codebases
Familiarity with cloud storage solutions, like Cassandra, S3 or Redis
A dedicated, motivated attitude, with the ability to deal with ambiguity or uncertainty
A data-driven approach to problem solving",Other,IT,Other Software/Hardware/EDP,15-03-2022,6 days ago
Software Deployment Engineer (Video Analytics System),St Engineering Ihq Pte. Ltd.,42000-78000 SGD Per Annum,Permanent Job,0-2 Years,Kubernetes  Automation Tools  Cassandra  Configuration Management  Python  Java  Software Installation  Orchestration  Debugging  S3  Linux  Pipelines  video analytics  Auditing  Written Communication  Tooling Design ,"We're growing our video analytics platform to meet the demands of our internal and external customers. To manage this growth, we're looking for a talented Software Deployment Senior Engineer to deliver structural solutions that are scalable, automated, standardized and reliable.
Software Deployment Senior Engineer
You'll be an integral part of a self-organizing team, that supports other engineering teams with knowledge and insights into software delivery and will be responsible for the delivery pipeline. This includes necessary controls, policies and auditing are in place and enables other teams to integrate applications into production.
(Some of) Responsibilities:
Develop and implement deployment plan.
Co-ordinate with customer/colleagues to ensure readiness of enterprise IT infrastructure (servers/network/stack)
Perform software installation and documentation.
Manage the development/SIT/UAT/production environment set up
Troubleshoot server/network/software related problems
Automating and fine-tuning build and delivery processes and eliminating manual tasks.
Developing and supporting the monitoring of services, code quality and artefacts.
Identifying threats to security, reliability or performance and helping to eliminate these risks.
Coordinating with stakeholders to continuously align team's objectives with the organization's.
Excellent oral and written communication.
Experience with
setting up and supporting teams with CI/CD pipelines and environments;
container orchestration platforms;
Linux systems and one or more of the following languages: Python, Java, Golang;
at least one major cloud infrastructure provider;
configuration management and workflow automation tools;
Build Automation Tooling;
design, maintenance and compliance aspects of infrastructure as code.
your experience as a software developer to truly understand the needs and challenges of software developers.
Key technologies
Development experience with Python, C/C++, Java, Spring Boot
Understand and/or Experience with cloud orchestration technologies, such as Kubernetes
Deep familiarity with Dockers
Understand and/or experience with debugging and triaging of issues in unfamiliar codebases
Familiarity with cloud storage solutions, like Cassandra, S3 or Redis
A dedicated, motivated attitude, with the ability to deal with ambiguity or uncertainty
A data-driven approach to problem solving",Other,IT,Other Software/Hardware/EDP,15-03-2022,6 days ago
System Analyst (Prod Support) - Ref: YC,A-it Software Services Pte Ltd,72000-114000 SGD Per Annum,Permanent Job,5-7 Years,Oracle  Scrum  Application Development  Unix  Information Technology  Weblogic  Problem Management  Unix Shell Scripting  Java  Apache  Linux  Incident Management  Hardware  Credit Cards  Production Support  Banking ,"To be responsible handling day to day incident and problem management for Retail Banking & Cards especially on Unix applications like 3DS, EST, BLP, STA etc.
Capable of running small initiatives with peers and production managers
Demonstrated continuous Improvement achievements
To analyse the current demand trend of production incidents and to provide recommendation for demand deduction and improve efficiency.
Being a coordinator to different team including Problem Resolution and Incident Management.
Key Responsibilities
Responsible for day to day production incident support and inquiry from business users, operational users and customers via contact center
Able to handle incident and problem in 24-hour roster basis
Capable to perform analysis on production incidents for demand deduction
Good in handling problem and able to have resolution in timely manner
Critical examination of requirements and understanding of operations and new application systems.
Create and modify procedures to solve problems considering technical capacity and limitations.
Coordinate Problem and Change to production systems
Key Requirement
Have strong coordination skills
Good knowledge of programming skills in UNIX Shell Scripting & Java/SQL
Minimum 5 years of working experience in application development in Open systems
Minimum 3 years of working experience with CI/CD tools
Minimum 1 years of working experience with DevOps or Scrum
Minimum 1 years of working experience with log management tool like Splunk, ELK, BMC, Geneos etc
Basic knowledge or concept of Cloud, Container, Micro services
Hands on experience in Job Scheduling tool, Control-M and technically proficient.
Experience in IT industry for any platform
Having good knowledge in domain of Retail Banking & Cards
Requires superior analytics and problem-solving skills. Experience in system architecture and design
Ability to work in a fast-paced, team-oriented environment.
Essential Technical Skills
Working experience in application development using Linux, Java, Weblogic, JBoss, MQ, Apache Web, Oracle in retail banking application and banking knowledge will be added advantage.
Good to have
ITIL (Information Technology Infrastructure Library) Foundation Certificate
Broad knowledge of hardware, software and programming",Other,IT,Other Software/Hardware/EDP,15-03-2022,2 days ago
Customer Solutions Engineering – Senior Web Developer,Biofourmis Singapore Pte. Ltd.,60000-120000 SGD Per Annum,Permanent Job,5-7 Years,Version Control  Azure  REST  Agile  Application Development  Javascript  UI  Continuous Integration  Debugging  Api  Web Development  Product Design  Customer Experience  Ability To Work Independently  Customer Support  Product Management ,"Job Summary:
Customer Solutions Engineering group at Biofourmis strives to deliver exceptional customer experience as they adopt a suite of Biofourmis platforms and solutions with the objective of delivering personalized care and improved outcomes to patients.
As a Customer Solutions Engineering Web developer, you will work closely with Product Management team and Customer Support / Operations team to understand real-world customer scenarios and use-cases, debug and troubleshoot issues, develop and deliver targeted features, solutions and change requests using latest Web Development technologies to address the customer needs and requirements in an Agile manner.
Responsibilities:
Partner with the product management team to understand client use-cases and scenarios and prioritize features requests
Proactively manage stakeholders communication related to deliverables, risks, feature changes
Debug and Troubleshoot customer issues
Build and improve the mobile experiences for Biofourmis mobile apps
Coordinate with cross-functional teams (Mobile, Backend, DevOps, Product Design etc.) for impact analysis, development, and delivery
Experience / Training:
3-5 years of Software product and application development experience with strong programming experience in Angular JS and NodeJS technologies
Strong proficiency with HTML5/CSS, JavaScript.
Strong experience building serverless APIs using NodeJS.
Strong proficiency working with RDMS and NoSQL data stores.
Experience with designing and developing according to REST API conventions.
Knowledge on client-server communication protocols/architecture styles like HTTP, REST API, GraphQL etc.
Basic working experience in AWS or Azure Cloud Environment is a must.
Experience building maintainable and testable code bases, including unit testing and UI testing techniques
Extensive experience in maintaining applications, crash analytics, remote debugging, continuous integration and version control.
Experience working in an Agile based development work culture
Good in Git-based repository management.
Experience with implementing audio/video calls is a plus.
Education:
Bachelor/Master's degree in Computer Science/Software Engineering or relevant field.
Skills:
Ability to work with multiple priorities
Excellent written and verbal communication skills.
Proven ability to work independently and also to collaborate with other team members",Other,Manufacturing/Engineering/R&D,Other Production/Engineering/R&D,15-03-2022,2 days ago
"Head, Product Management, CES, Technology and Operations",DBS Bank Ltd,,,,,,,,,,
"Senior Edge Specialist Solutions Architect, ASEAN",Amazon,Not Specified,Permanent Job,5-8 Years,,"DESCRIPTION

Job summary
Are you passionate about helping customers utilize the latest in secure, distributed computing and content acceleration technologies Do you have the ability to put together unique cutting-edge solutions that bring together a global look at security and performance Do you have a unique combination of deep technical knowledge, business acumen and strong interpersonal skills Amazon Web Services (AWS) is seeking an Edge Services Solutions Architect to work with our customers to craft cloud-based solutions.

At AWS, customer obsession is in our DNA. The successful candidate will become a trusted adviser to our customers and will work with AWS sales, business development, and our edge services team to drive edge-services-related adoption and revenue. This will include showcasing services such as Amazon CloudFront (CDN), AWS Global Accelerator, AWS Shield (DDoS Mitigation), AWS WAF (Web Application Firewall), and more.

Your broad responsibilities include: owning the technical engagement and ultimate success around specific implementation projects. You should be as comfortable discussing complex technical details with a room full of engineers as you are briefing an executive audience. In addition, you will engage with other AWS service teams, solutions architects, partner and professional services organizations to drive large and highly complex sales opportunities to closure.

Here are some other qualities we are looking for:

Be great fun to work with. At AWS, we have a credo of Work hard. Have fun. Make history. In this role, you will love what you do, and instinctively know how to make work fun. You will be dynamic and creative, and willing to take on any challenge and make a big impact.

Enjoy working with customers of all shapes and s. You will have a passion for educating, training, designing, and building cloud solutions for a diverse and challenging set of customers ranging from small businesses to the largest enterprises.

Responsibilities
. Ensure customer success in building and launching edge-services-related solutions on the AWS platform
. Educate customers of all s on the value proposition of AWS, and participate in deep architectural discussions to ensure solutions are designed for successful deployment in the cloud
. Conduct one-to-few and one-to-many training sessions to transfer knowledge to customers considering or already using AWS
. Capture and share best-practice knowledge amongst the AWS solutions architect community
. Author or otherwise contribute to AWS customer-facing publications such as white papers
. Build deep relationships with senior technical individuals within customers to enable them to be cloud advocates
. Act as a technical liaison between customers, service engineering teams and support
BASIC QUALIFICATIONS

. 5+ years of experience in application or server architecture and networking
. Experience working with external or internal customers to implement large-scale solutions
. Technical degree required Computer Science or Math background highly desired
. Demonstrated ability to adapt to new technologies and learn quickly
PREFERRED QUALIFICATIONS

. Understanding of CDN technologies and communications protocols
. Presentation skills with a high degree of comfort with both large and small audiences
. High level of comfort communicating effectively across internal and external organizations
. Demonstrated ability to adapt to new technologies and learn quickly
. Experience developing edge-services solutions and passion for getting hands dirty with code (e.g, Node.js)
. Intermediate/advanced knowledge of the AWS services, market segments, customer base and industry verticals
. Prior experience in a technical role within a sales organization
. Understanding of application, server, and network security and compliance requirements such as PCI, FedRAMP and HIPAA
. Demonstrated experience leading or developing high quality, enterprise scale software products using a structured system development lifecycle
. Knowledge and experience with perimeter security.

What if I'm not an expert in all the above That's okay. We hire people who have a passion for learning, and are curious to build, learn and grow. You will be supported in your career development here at AWS. You will have plenty of opportunities to build your technical, leadership, business and consulting skills. This will include formal and on the job training, and a chance to learn and upskill through AWS certification courses and mentorship. You will learn from and collaborate with some of the brightest technical minds in the industry today. If you want to work with the best cloud technologies from the world's leading cloud provider, apply now. We can't wait to see what you build here. Come build the future with AWS.

CULTURE AND COMMITMENT TO INCLUSION, DIVERSITY & EQUITY

At AWS, we welcome all builders. We believe that technology should be built in a way that's inclusive, accessible, and equitable. We're committed to putting in the work for more equal representation.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.

Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",Internet/E-commerce,IT,Software Engineer/Programmer,09-03-2022,6 days ago
Market Data Support Engineer,Ikas International (asia) Pte. Ltd.,84000-132000 SGD Per Annum,Permanent Job,5-7 Years,Big Data  Scripting  Etl  Routing  Tuning  Sql  Python  Databases  Linux  Bloomberg  Financial Markets  protocol  Stakeholder Management ,"Currently hiring Market Data Support Engineer for a Permanent role with our Fintech Client.
JD
5+ years of professional experience in financial institutions and/or financial services.Comfortable to dive into exchange specs and protocol definitions such as FIX protocol.
Proficient with OS and network level tuning and editing scripts on Windows/Linux platforms.
Scripting experience (Python or Linux bash or tcl).
Understanding of Asian feeds across the board. Experience of market-data platforms i.e. Refinitiv, Bloomberg, direct feed providers , cloud technology such as AWS, GCP. Basic networking/connectivity skills (e.g. Multicast, routing, TCP/IP working knowledge).
Knowledge
Good to have: Financial markets/ trading business knowledge with exposure to market data products eg. Refinitiv (TREP), Refinitiv Workspace, jpassoc subscriber and compositor, contex, cityvision excelerator, Geneos, BPIPE , MPF experience with large scale/ high frequency/low latency distributed applications
Understands ideas and has a viewpoint on the markets and economy
Stakeholder management
A thorough knowledge of at least 1 of the following must be demonstrated:
o TREP
o FIX protocol as used for Market Data
Knowledge of market Data Terminals such as EIKON or Bloomberg a distinct advantage
Please reply with your updated CV at [HIDDEN TEXT]
Sanderson-Ikas Singapore
Company Number: 200914065E / EA Number: 16S8086
Registration Number: R2095357",Other,IT,Other Software/Hardware/EDP,15-03-2022,4 days ago
Sitecore Developer,Capgemini Singapore Pte. Ltd.,84000-120000 SGD Per Annum,Permanent Job,2-5 Years,Xunit  Mvc  .NET  Soap  REST  Unit Testing  Nosql  Orm  Sql  Database Design  Cms  Web Api  C#  Api  Backend Development  Databases  Sitecore ,"Responsibilities
Produce quality code to adhere to performance, readability, re-usability best practices
Optimize application for maximum speed and scalability.
Implement Sitecore SXA and Habitat Components, integrating with external systems, through to database design, data access and ORMs.
Developing scalable and cloud-based solutions, with consideration to security and performance.
Experience
Fundamental knowledge of .NET Core, C#, MVC, REST, SOAP, WEB API, SQL and NoSQL databases.
3-5 years of experience as a Backend .Net developer. At least 3 Years of experience using Sitecore CMS system.
At least 2 Years of experience using Sitecore Commerce.
Experience with .net Unit Testing frameworks like (nUnit, xUnit MsTest).
Good to have experience with Sitecore 9.x and Commerce 9.x",Other,IT,Other Software/Hardware/EDP,,5 days ago
L1 Technical Support Office [Ubi | Shift Hour | Up to $2800] - 3775,The Supreme Hr Advisory Pte. Ltd.,28800-33600 SGD Per Annum,Permanent Job,0-1 Years,Azure  DHCP  Computer Hardware  Windows OS  Windows  Dns  Linux  Technical Support  Troubleshooting  Hardware  Ticketing  Customer Support  Active Directory  Administration  Laboratory  Customer Service Experience ,"Clicking APPLY NOW or Whatapps +65 88269116
Reg No: R21103775
The Supreme HR Advisory Pte Ltd EA No:14C7279
Job Responsibilities
To provide 1st level of support via hotline calls and emails with SLA
To log all customer requests into the internal ticketing system.
To monitor Linux & Windows systems on AWS and Azure cloud
To provide efficient and timely technical support to end-user.
To escalate any unresolved issue to 2nd and 3rd level engineers for further resolution
To follow up on the progress of all outstanding issues until closure
To perform other IT related duties when assigned by the management
Job Requirements
Diploma in IT with relevant experience
Familiar with Windows OS, Printer Administration, Office 365, Active Directory, O365 Sharepoints, and OneDrive support experience
Basic understanding of DNS, DHCP, and TCP/IP
Must have a strong sense of responsibility, initiative, and commitment to customer service
Experience in Linux/cloud computing will be an advantage
Able to work under shift schedule (work 4 days and rest 3 days)",Other,IT,Other Software/Hardware/EDP,15-03-2022,6 days ago
Full Stack Engineer (ReactJS / Python),Chord X Pte. Ltd.,60000-96000 SGD Per Annum,Permanent Job,5-7 Years,Technical Documentation  Azure  Visual Design  Test Driven Development  Agile  Javascript  Test Cases  Flask  Python  Docker  Web Applications  Java  Api  Agile Software Development  Databases  Writing ,"This role is for a highly skilled computer programmer who is comfortable with both front and back end programming using such technologies like JavaScript, React.JS, Python, Dash, Flask.
This role is also expected to be flexible to handle Infrastructure Tasks related to Docker and some basic Azure Cloud duties.
Responsibilities:
Write efficient, well documented and highly readable code using Python (Dash Framework), React
Maintain stability of your project and overall system health post-release
Investigate queries and missing data points based on the knowledge of implementation of data dashboards
Organize code reviews with peer and develop best coding practices
In-depth knowledge of programming principles and basic paradigms
Work well with global teams across different time zones effectively
Qualifications & Exprience:
5+ years of full-time experience as software developer
Proficient in React.js and JavaScript
Proficient in Python and related frameworks
Knowledge of time series databases like InfluxDB
Good understanding of Docker / K8S technologies
Basic Knowledge of cloud platform and Azure
Extensive knowledge of agile software development
Experience writing unit and functional test cases",Other,Manufacturing/Engineering/R&D,Other Production/Engineering/R&D,15-03-2022,6 days ago
Application developer,Technopals Pte. Ltd.,,,,,,,,,,
"Sr. Program Manager, AWS Talent Acquisition, APJC",Amazon,Not Specified,Permanent Job,5-8 Years,,"Job Description :
Job summary
As a Sr. Program Manager in Amazon Web Services (AWS) Talent Acquisition (TA), you'll be responsible for working with the TA leadership team to drive region-wide initiatives to optimize and accelerate hiring. This role partners closely with the AWS TA and business leaders, HR partners, and other internal teams to build scalable mechanisms to attract and hire the best talent while delighting applicants and constantly improving the candidate experience. This individual will establish metrics to measure the success of regional programs and track performance, sharing best practices regionally and globally.

The ideal candidate:
. Has experience working in a TA function, and understands the mechanics of recruitment
. Is independent, creative, and self-driven, with the ability to work in a highly ambiguous environment with minimal guidance, demonstrating good judgment.
. Possesses strong project and program management capabilities.
. Is a builder this is a new function within the team, with limitless opportunities to create and experiment.
. Has experience working in more than one country/market
. Can effectively prioritize and navigate competing requests from a variety of stakeholders and customer groups.
. Has exceptional writing and communications skills.
. Is able to operate in a lean, fast-paced, entrepreneurial, multi-cultural environment
Basic Qualifications :
. 5+ years of Program/Project Management Experience Exceptional project and program management skills can teach and coach these skills in others but also acts as a productive hands-on PM
. 5+ years of experience in APJC markets
. System thinking and strong analytical skills can work with data and also identity root causes, recognize patterns, and solve problems
. Strong verbal and written communication skills, including report writing skills

Preferred Qualifications :
. 10+ years of Program/Project Management Experience
. Project management certifications (PMP, Prince 2, other)
. Master's degree (MBA or HR)
. Excellent global partner works exceptionally well across different global regions, including APAC, EMEA, and the Americas
. Savvy with technology and technologists early-adopter of technology, curious and knowledgeable about cloud computing, and puts technology to work for them to more efficiently manage programs and projects",Internet/E-commerce,IT,Software Engineer/Programmer,11-03-2022,4 days ago
Senior Technical Trainer,Amazon Web Services (AWS),Not Specified,Permanent Job,8-11 Years,Senior Technical Trainer ,"DESCRIPTION

Amazon Web Services provides a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world. To meet the growing demand for AWS Services around the globe, we need exceptionally talented, bright, and driven people. If you have strong IT infrastructure and/or programming experience, and can communicate highly technical concepts to audiences at different stages in the AWS journey, we'd like to speak with you.

We are looking for a dynamic, organized self-starter to join our Training Team. Here's your chance to work as a Technical Trainer with high visibility and significant customer impact. The successful candidate is an experienced technical trainer, ideally with hands-on experience with Amazon Web Services and/or in-depth knowledge of software architecture and virtualization technologies.

In this role, you will deliver training content to developers, administrators, architects to drive adoption and usage of AWS services. You'll have an opportunity to combine a passion for teaching, with enthusiasm for technology, to drive learning and establish positive customer relationships. You will have excellent communication skills and proven technology training experience.

You will also:
. Constantly learn and master the most innovative technologies related to cloud computing using AWS product and services.
. Deliver training programs in startups to transform their workforce by embedding confidence to use AWS technologies
. Strategically engage with various customers business functions and IT organizations to create customer-tailored training plans jointly with AWS Training Business Development Managers and Sales Managers
. Partner with AWS internal AWS Support Engineers, Technical Account Managers and Solutions Architects to understand customer challenges, identify customers pain points & deliver impactful training sessions
. Dive deep and build a domain expertise in Startups that focus on - Fintech, Healthcare, Media, Aviation, Gaming and others
. Create a global impact through development of curriculum for cutting-edge and innovative technologies released by AWS product and service teams
. Get hands-on with training & certification internal projects that improve processes that contributes to productivity gains and business performance improvements
. Be the AWS advocate at customer facing events such as AWS re:Invent, AWSome Days, AWS Summits and AWS Customer Appreciation Nights
. Excel in an Area of Depth and build Subject Matter Expertise in Architecture, DevOps, Security, Data Analytics.

If this position excites you, please submit your resume using the link below and include a cover letter outlining your motivation, experience and why you want to join our team!

BASIC QUALIFICATIONS

. 8+ years of experience in training delivery in programming, systems architecture or systems administration.
. Excellent oral presentation skills, interpersonal communication, and writing skills.
. A strong stage presence and ability to manage a classroom of adult learners.
. Experience architecting infrastructure solutions using both Linux/Unix and Windows with specific recommendations on server, load balancing, HA/DR, network and storage architectures.
. Recent coding experience in one or more of the following languages, Java, .Net, Perl, PHP, Ruby or Python.
. Experience working within the Startups or Enterprise software market or Internet industries is highly desired.
. Ability to travel as required.
PREFERRED QUALIFICATIONS

. AWS Certified Solution Architect - Associate Level
. Experience creating and maintaining training materials.
. Experience in the field of Public Sector (Defence, Healthcare) and related technologies
. Knowledge and/or hands-on experience with AWS Security, Identity & Compliance services highly desired.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",IT/Computers - Software,"Product Management/Product Development/UX , Customer Service/Call Centre/BPO",Technical Trainer,,7 days ago
"IS Administrator / Senior IS Administrator (SAP Basis), IITS",Hyperscal Solutions Pte. Ltd.,48000-75600 SGD Per Annum,Permanent Job,2-5 Years,Vmware  MySQL  Windows Server  Servers  System Administration  Virtualization  Dns  Linux  Troubleshooting  Active Directory ,"COMPANY DESCRIPTION
Singapore Management University is a place where high-level professionalism blends together with a healthy informality. The family-like atmosphere among the SMU community fosters a culture where employees work, plan, organise and play together building a strong collegiality and morale within the university.

Our commitment to attract and retain talent is ongoing. We offer attractive benefits and welfare, competitive compensation packages, and generous professional development opportunities all to meet the work-life needs of our staff. No wonder, then, that SMU continues to be given numerous awards and recognition for its human resource excellence.
RESPONSIBILITIES
Administer and provide assistance / day-to-day operational support for both on-premise and cloud software solutions (e.g. SAP, Documentum).
Manage the security and performance of enterprise applications using tools like HP WebInspect, HP Fortify, Burp Suite, Web Application Firewall and SlikPerformer.
Play a project leader role for in-house system implementations.
Manage small to medium-scale outsourcing projects. Responsible for preparing tender / RFQ specifications, evaluation and implementation of the outsourced systems.
Coordinate the design, release & deployment of systems with cross-functional team dependencies and impact.
Coordinate and conduct User Acceptance Testing (UAT) and relevant training.
Provide system documentation according to the Project Development Methodology.
Conduct post implementation reviews to gather user feedback and schedule for enhancements and modifications.
Evaluate software package / productivity tools and make recommendations.
Participate in Information Systems Planning
QUALIFICATIONS
Diploma / Degree in Computer Science or IT.
At least 3 to 5 years of relevant work experience in installation and administration of relevant SAP. components (ECC, Fiori apps, Solution Manager etc.), patches and upgrades.
Good knowledge in SAP Basis, security administration, client management, change management in ABAP and Java Stack.
Good experience in administering cloud solutions and platforms.
Knowledge in Documentum administration will be advantageous.
Good knowledge of Windows platform and SQL Server.
Good knowledge of software development life cycles and structured project development methodology.
Excellent communication, interpersonal and project management skills.
Strong analytical and problem solving skills.
OTHER INFORMATION
Candidates who do not possess the stipulated qualifications but have relevant work experience may still apply. Remuneration and appointment terms shall commensurate with qualifications and experience. SMU reserves the right to modify the appointment terms where necessary.
Please note that your application will be sent to and reviewed by the direct employer - Singapore Management University",Other,IT,Other Software/Hardware/EDP,,5 days ago
Infra Engineer,Rma Contracts Pte. Ltd.,48000-66000 SGD Per Annum,Permanent Job,2-5 Years,Azure  Information Technology  Windows Server  Networking  Technical Support  Construction  Ict  Ability To Work Independently  Active Directory  Administration  Procurement  Inventory Management  Compliance ,"Job Title: Infra Engineer
Job Type: Permanent
Job Location: East, Singapore
(This is an outsourced role)
Job responsibilities
Operate and administer Azure based public cloud.
Operate and administer On-premises servers running on virtual environment.
Provide system upgrades and security patching.
Operate and maintain backup facilities.
Maintain and monitor system to ensure optimal performance and to meet established SLA commitments.
Manage Active Directory, Office 365 email account.
Provide IT technical support to all employees.
Perform assets and inventory management.
Maintain and updated documentation of IT system.
Advise and recommend new technologies, services, and methods for IT infrastructure to support business.
Handle all IT equipment, software and services procurement.
Requirement
Bachelor's Degree/Diploma in Information Technology. Computer Science or equivalent.
At least 2 years experience as an IT Support System Engineering.
Knowledge in enterprise IT infrastructure environment.
Willing to provide support after office hours (occasionally).
Ability to work independently as well as part of a team.
If interested to explore the job opportunity, please send in your updated CV in word format to Mounika at [HIDDEN TEXT] or Nadiah at [HIDDEN TEXT]
All Curriculum Vitae will be treated with strict confidentiality. We regret to inform you that only shortlisted candidates will be notified.
Nadiah Nasir
EA Licence No. 93C4403
EA Regn. No. R1547667",Other,IT,Other Software/Hardware/EDP,15-03-2022,7 days ago
Infra Engineer,Rma Consultants Pte Ltd,48000-66000 SGD Per Annum,Permanent Job,2-5 Years,Microsoft Office  Windows 10  Azure  User Experience  Windows Server Administration  Information Technology  Test Automation  ticketing systems  Windows Server  Networking  Selenium  Technical Support  Troubleshooting  Ict  Ability To Work Independently  Active Directory  Administration  Compliance  Service Desk  Technical Ability ,"Job Title: Infra Engineer
Job Type: Permanent
Job Location: East Singapore
Job Description:
Operate and administer Azure based public cloud.
Operate and administer On-premises servers running on virtual environment.
Provide system upgrades and security patching.
Operate and maintain backup facilities.
Maintain and monitor system to ensure optimal performance and to meet established SLA commitments.
Manage Active Directory, Office 365 email account.
Provide IT technical support to all employees.
Perform assets and inventory management.
Maintain and updated documentation of IT system.
Advise and recommend new technologies, services, and methods for IT infrastructure to support business.
Handle all IT equipment, software and services procurement.
Job Requirements
Bachelor's Degree/Diploma in Information Technology. Computer Science or equivalent.
At least 2 years experience as a IT Support System Engineering.
Knowledge in enterprise IT infrastructure environment.
Willing to provide support after office hour (occasionally).
Ability to work independently as well as part of a team.
If interested to explore the job opportunity, please send in your updated CV in word format at [HIDDEN TEXT] stating your salary expectations & availability to take it forward.
Manisha Sharma
RMA Consultants Pte Ltd
EA License No. 93C4403
EA Regn. No. R1872602",Other,IT,Other Software/Hardware/EDP,,7 days ago
"AVP, Specialist, Application Developer, Technology %26 Operations",DBS Bank Ltd,,,,,,,,,,
