job_title,company,salary,job_type,years_experience,tech_stack,job_description,industry,function,roles,last_updated,posted_on
IT Manager-Application Change Management Services,Wsh Experts Pte. Ltd.,102000-110400 SGD Per Annum,Permanent Job,5-7 Years,information technology and services  Change Management  Continuous Integration  Data Visualization  COMIT  Management Skills  Written English  Ict  Quality Management  rollout  Project Management  value creation  Pmp  Customer Oriented  Team Player  People Management ,"Responsibilities
To manage overall changes in relation to manage and implement the new ICT systems and digitalisation initiatives. Facilitate project activities for a smooth rollout of the system.
To oversee the change process for system enhancements and managing Suppliers in their deliverables.
To manage application development and maintenance issues with users and Suppliers.
To manage user expectations, maintain good rapport and understand users requirements.
Quality Management System (QMS) and other audit requirements.
To provide status updates of application development or maintenance.
Requirements:
A degree in Computer Science/Information Technology or related area
Minimum of 5 years working experience in the ICT industry
Have completed at least 2 full cycle of software development lifecycle
Advantageous to possess
o project management experience
o project management related certification such as CITPM, COMIT or PMP
Advantageous to have experience in
o working in the public sector/Government agencies
o Agile Project Development
o Continuous Integration (CI) / Continuous Deployment (CD)
o use of data visualization tools and reporting tools
o use of RPA tools, low-code form building and reporting tools
o implementation of system in Cloud environment (eg, AWS, Azure, GCPetc)
Strong analytical, conceptualisation and problem solving skills
Results and customer oriented
Team player with strong organization and people management skills
Good competency in spoken and written English",Other,IT,Other Software/Hardware/EDP,16-03-2022,8 days ago
IT Auditor,Tuv Sud Psb Pte. Ltd.,60000-120000 SGD Per Annum,Permanent Job,2-5 Years,Information Security  Information Technology  Information Security Management  Report Writing  Analytical Skills  Business Continuity  Service Management  Interpersonal Skills  Iso  Assurance  Audits  Cisa  Internal Audit  Audit  Cissp ,"You will be responsible for conducting 2nd and 3rd party IT audits in accordance to a specific
management system standard or other security standards. We welcome candidates who are keen to
take up regional exposure and the following key responsibilities
Key Responsibilities:
Conduct audits, technical reviews and trainings in accordance to various standards such as
ISO/IEC 27001 (Information Security), ISO/IEC 20000-1 (Service Management), ISO 22301/ SS507
(Business Continuity), SS 584 (Cloud Security), IMDA data protection assessments, etc.
Ensure timely completion of audit and submission of audit reports
Conduct assessment in line with Accreditation and certification requirements
Collaborate with other Business Divisions on Cybersecurity audit services
Interface and provide support to other departments on the day-to-day audit planning, operations,
etc.
Key Requirements:
Diploma or Bachelor Degree in Computer Science, Computer Engineering, Information Technology
or equivalent
At least 2 years of experience in assurance of IT security related products or services
Familiarity with information Security Management System (ISMS)
Possess the certifications of CISSP or CISM or CISA or Data Protection Certifications would be an
added advantage
Detailed and customer-oriented with strong interpersonal skills and a team player
Excellent communication, report writing, presentation and analytical skills
Willing to travel overseas for audits",Other,"IT , Finance & Accounts","Other Software/Hardware/EDP , Other Finance & Accounts",16-03-2022,8 days ago
Senior Solution Engineer RoA,Twilio Singapore Pte. Ltd.,99840-149760 SGD Per Annum,Permanent Job,2-5 Years,Application Architecture  Microsoft Azure  Javascript  Customer Success  Python  Angular  Java  C#  Api  Web Development  Software Development  Presenter  Technical Presales  Sketching  Sales Engineering ,"See yourself at Twilio
Join the team as our next Senior Solutions Engineer
Who we are & why we're hiring
Twilio powers real-time business communications and data solutions that help companies and developers worldwide build better applications and customer experiences.
Although we're headquartered in San Francisco, we're on a journey to becoming a globally antiracist company that supports diversity, equity & inclusion wherever we do business. We employ thousands of Twilions worldwide, and we're looking for more builders, creators, and visionaries to help fuel our growth momentum.
About the job
Twilio is enabling our customers to build the future of communications. The Twilio Solutions Engineer is a critical part of the sales team that is facilitating this communication renaissance.
The Twilio Solutions Engineer is responsible for delivering the technical win and product fit at customer accounts. They build customer trust in Twilio solutions, which results in customer success in the post-sale. The Solutions Engineer leads the technical pre-sales relationship, proposes technical architectures, demonstrates the product, anticipates concerns, and offers creative solutions.
The Twilio Solutions Engineer is both highly technical and a skilled relationship builder. They are comfortable showing an engaging communications experience to a CEO or sketching out an API flow on a whiteboard with customer software engineers.
This position reports to the Head of Sales Engineering Asia & Japan and will be based in our Singapore office.
Responsibilities
Twilio Senior Solution Engineers get to live our values every day.
DRAW THE OWL: Build and present product demos to help showcase what a Twilio product can do and assist customers with Pilot and Proof-of-Concept implementations
BE HUMBLE: Quickly learn new products and new technologies
EMPOWER OTHERS: Build trusted advisor relationships with customers and work alongside Twilio Account Executives through the pre-sales process, to strategize and plan for deal success. Educate and mentor customers and colleagues
Qualifications
Not all applicants will have skills that match a job description exactly. Twilio values diverse experiences in other industries, and we encourage everyone who meets the required qualifications to apply. While having desired qualifications make for a strong candidate, we encourage applicants with alternative experiences to also apply. If your career is just starting or hasn't followed a traditional path, don't let that stop you from considering Twilio. We are always looking for people who will bring something new to the table!
Twilio is looking for a Solutions Engineer with a strong desire to work in a technical pre-sales role.
4+ years pre-sales experience selling complex, technical products.
Hands-on, high-energy, passionate and creative problem solver with know how to get things done and ability to lead others to success
Excellent communicator and presenter able to gain audience confidence
Ability to build a deep understanding of an customer's communications needs and guide them to a technical solution
Previous software development experience in one or more of the following areas:backend (Java, C#, Node.js, Python, PHP)
web development (JavaScript, HTML/CSS, frontend frameworks - React, Vue.js, Angular)
Experience building with REST APIs
Familiarity with cloud platforms (Amazon Web Services, Google Cloud, Microsoft Azure) and cloud application architecture.
Previous experience in Telecom, SIP, Contact Center, and Security experience is a plus.
Built Apps based on Twilio APIs, a big plus
Location
This role will be based in our our beautiful Singapore office at Marina One.
You will enjoy our incredible perks: snacks, weekly team lunch, daily community events, vibrant co-working space filled with multinational companies / startups / entrepreneurs / freelancers, and more. What you will also get to experience is a company that believes in small teams for maximum impact; that strives to balance work and home life, that understands that this is a marathon, not a sprint; that continuously and purposefully builds an inclusive culture where everyone is able to do and be the best version of themselves. We seek people who naturally demonstrate our values, who are challenged by problems, empower others to thrive, people who can draw the owl and not be beholden to one playbook.
What We Offer
There are many benefits to working at Twilio, including, in addition to competitive pay, things like generous time-off, ample parental and wellness leave, healthcare, a retirement savings program, and much more. Offerings vary by location.
Twilio thinks big. Do you
We like to solve problems, take initiative, pitch in when needed, and are always up for trying new things. That's why we seek out colleagues who embody our values something we call Twilio Magic. Additionally, we empower employees to build positive change in their communities by supporting their volunteering and donation efforts.
So, if you're ready to unleash your full potential, do your best work, and be the best version of yourself, apply now!
If this role isn't what you're looking for, please consider other open positions.
Due to the current health crisis related to COVID-19 and the escalating visa / travel restrictions in effect, we may only be extending offers to individuals who (a) are currently physically resident in Singapore, (b) have a legal right to work in Singapore, or (c) candidates who can start in this location by the expected hire date. We're keeping the situation under review and will adjust our position should the restrictive measures be removed later on. Additionally, Twilio will require evidence of vaccination, medical ineligibility for vaccination or recovery from Covid-19 within the past 180 days, for employees going into the office as employees will not be able to access our offices from 15 January 2022 (unless such employee will complete the vaccination by 31 January 2022) without vaccination. In accordance with applicable law, we may also collect evidence of vaccination as a condition of employment for employees who require work passes as of 1 February 2022.",Other,IT,Other Software/Hardware/EDP,16-03-2022,8 days ago
"Assistant Manager, Senior Network Engineer, ITS-Infrastructure Operations (SIN2021-H0017)","The Japan Research Institute, Limited",64800-97200 SGD Per Annum,Permanent Job,5-7 Years,Switches  Information Security  Azure  Change Management  Eigrp  Ccnp  High Availability  Routing  Network Design  Problem Management  Wan  BGP  Troubleshooting  Administration  Ip  Presentation Skills ,"The Senior Network Engineer is responsible for analyzing, designing, installing, configuring, maintaining, and repairing of network infrastructure and application components which support the needs of SMBC Singapore and all other Regional Branches. The incumbent will perform a wide variety of evaluation, maintenance, installations, and training tasks to ensure the computer network performance meets the satisfaction of the organization and users. He/she will also provide direction, information and recommendations on network configurations and installations.
This position requires working on weekends to make changes on systems that can only be done on weekends to avoid disruption to day-to-day operations and on call for 24x7 support
Job Responsibilities
Network related incident and change management
Commission, de-commissioning, and tech refresh of network devices
Facilitate in problem solving and collaboration
Managing the smooth delivery of network operations in accordance with stipulated Service Level Agreements
Providing firmware updates for network devices
Ensuring network infrastructure complies with security policies
Prepare and maintain assets to ensure availability and update of capacity reports
Update process and procedural documents
Any other ad-hoc duties as required or assigned
Proactively manage network and services to maintain a 24x7x365 uptime in accordance to SLA
Address all vulnerabilities identified and ensure the solutions are implemented in accordance to company policies.
Provide after-hours support for infra/network related emergencies
Maintain proper documentation according to the company policies and practices
Maintain an up to date network/firewall or related inventory and asset configuration documentation
Support audit and compliance activities
Perform change and release management according to the company practices
Provide expertise for incident and problem management, network incident responses, root cause analysis and ensure SLA
Work with respective business team members on the review of network change request, troubleshooting, as well as standardization of the network design.
Work with the respective network vendors support teams for the troubleshooting, identification and resolution of network problems.
Responsible for network devices, Nexus vulnerability scan report review and vulnerability removal patch.
Change implementation review, assessment and perform change on network devices during maintenance time which is night hours & weekends
Conduct post implementation review on areas of improvement and tuning.
Coordinate with Infrastructure Planning and IT Security Governance team to align Network infrastructure with HO's standards and complies with policies
Ensure network compliance with all established information security policies
Provide Auditor's Request for Audit Clarification for Network Controls
Device commission and de-commission for tech refresh to EOL/EOS devices
Job Requirements
Diploma or bachelor's degree in Information Technology/Information Systems/Computer Science, Business IT or equivalent
Min. 5 years of experience in administration and implementation
CCNP, NSE and CCSA certified
Cloud knowledge and certified will be advantage
Knowledge and experience in using network management systems, i.e SolarWinds, WLC, FortiAnalyzer and FortiManager
Knowledge of cloud-based network technologies and architecture such as Azure.
Proficient in troubleshooting skills
Hands on knowledge of routing, switching, security and other network infrastructure technologies such as:
BGP, EIGRP
IPSec ,IPSLA
VPC, HSRP, LAG
STP, NAT
Telco Connection Setup
Good knowledge of the following, but not limited to:
Firewall technologies (high availability, virtual firewall concept)
IP load balancer
Distribution and core switches
Router configuration (high availability)
LAN and WAN administration
Good understanding of a services business in a high-tech environment from a supplier, integrator or operator's perspective
Experience in in Data Centre Network (Routing, switching)
Strong analytical and problem-solving skills with ability to provide quick resolution to problems
Excellent communication, interpersonal and presentation skills",Other,IT,Other Software/Hardware/EDP,16-03-2022,8 days ago
Pre-Sales Manager,Forbis Human Capital Pte. Ltd.,102000-120000 SGD Per Annum,Permanent Job,7-10 Years,Data Networking  Azure  Networking  It Solutions  Negotiation  Customer Engagement  Strategy  thought leadership  Presentation Skills  Performance Management ,"Reporting to the Director, the Pre-Sales Manager is responsible to lead and manage a team of highly skilled Pre-Sales Consultant ranging from System to Networking.
The candidate will be a people manager to forge the team cohesiveness, skill upgrade for career advancement and motivate them during difficult time. Candidate should also be the key person to hold the working relationship with another department to win projects and be a key and integral part of other initiatives.
Candidate will also assist the Directors to realized company's Direction in focus solution and initiatives.
Responsibilities
To manage & lead a team of presales consultant of different level on right solutions & customer engagement.
To report to Director on major projects, project pipeline & key account engagement.
To engage key account to provide presales engagement with customer on Infrastructure, Hybrid cloud, Network solution & cybersecurity in term of Design and Solution.
To conduct or manage POC (Proof of Concept) with vendors to customer for new solution.
To conduct workshop for small groups of customers on company's focus product at company's or vendors demo center.
To provide site survey to ascertain customer environment to be in line with the proposed solution.
To provide both commercial & technical input on company in house products.
QUALIFICATIONS & EXPERIENCE:
At least 5 to 7 years in pre-sales capacity in enterprise environment.
Diploma/Degree in Computer Science or IT.
In depth understanding of Microsoft AD/Exchange/VMware/Backup solution / Cloud solution such as Azure, AWS, M365/O365 & Enterprise solution such as Blade & Storage.
Good understanding of network/routing /WAN protocol.
Good understanding of Cisco & HP networking product.
Good understanding on enterprise solution in the area of security & monitoring application.
Good experience in IT managed/outsourced services & Day 2 operation.",Other,IT,Other Software/Hardware/EDP,15-03-2022,9 days ago
Network Security Engineer ( Cybersecurity ),Atomit Networks Pte. Ltd.,36000-72000 SGD Per Annum,Permanent Job,0-2 Years,Switches  Ccna  Vulnerability Management  Ccnp  Wireless  Networking  Network Security  Firewalls  Security Operations  Troubleshooting  Team Player ,"Job Description
We are looking for a Network Security Engineer (Cybersecurity), who will be responsible for the design, implementation, and maintenance of the proposed network infrastructure and security solutions. This includes deploying the solution from the inside out, configuring and fine tuning of customer's infrastructure to improve the productivity while enhancing the security. The role requires a very hands on person who has done design and implementation for enterprise scale of on-premise network security and cloud network security.
Job Responsibilities
- Responsible for provision, deployment, configuration, and administration of many different pieces of network and security-related hardware and software.
- Responsible for evaluate, test, and troubleshoot technologies when new technologies are onboard
- Responsible for provide technical support for resolution of customer problems, incidents, issues, requests, and queries
- Responsible for IT Governance on Network Security with monitoring and control tasks to ensure processes and implementations are executed correctly
- Responsible for handling customer inquiries with firewall consultation and troubleshoot technical issues effectively
- Experience with firewall rules implementation and troubleshooting upon incidents.
- Responsible for to understand for all focused products
- Involve in update/upgrade/migration of security tools used by the team
- Maintain clear and functional documentations on process guides, technical instructions, network details, etc.
- Manage cybersecurity projects & coordinate with customer to deliver security solutions and initiatives timely.
- Monitor, investigate and develop strategies to lead security incident responses efforts and recover from security breaches.
Requirements:
- Bachelor Degree in Information Security or related field;
- Applicants with at least 3-5 years of relevant experience will be considered for senior position
- Strong knowledge and understanding of IT infrastructure and security operations
- Strong knowledge and understanding of Endpoint security, IDPS, WAF, APT, FW, Cloud Security
- Hands-on experience in implementing Fortinet, Cisco Extreme, Aruba, or Sophos solutions
- Possess initiative, positive attitude and strong passion in Network Security
- Ability to communicate in an intelligent and succinct manner, demonstrate strong problem-solving skills.
- Ability to work collaboratively in a team environment with a strong focus on customer service and solution ownership.
- Strong accountability and responsibility on every assigned accounts/projects.
Desirables:
- Professional security certifications such as CISSP, CISM, or other equivalent are preferred
- Certifications in networking e.g.: Cisco CCNA and CCNP.
- Certifications in any Product Certifications (Fortinet/PAN/Sophos/Extreme/Aruba/Cisco will be preferred)
- Certifications in cloud AWS or Azure
- Exposure to security software solutions like Endpoint Security, Wireless Security, Firewall, PAM, WAF Security, IPS, Web & Email Security, Encryption, Data Protection, Vulnerability Management and Compliance & Audit.
Additional Information:
Qualification: Diploma, Advanced/Higher/Graduate Diploma
Years of Experience: 1 year
Job Type: Full-Time
Job Specializations: Computer/Information Technology, CyberSecurity",Other,IT,Other Software/Hardware/EDP,16-03-2022,9 days ago
Lead DevOps Engineer,Giant Recruitment Pte. Ltd.,72000-102000 SGD Per Annum,Permanent Job,5-7 Years,Puppet  Scalability  Kubernetes  Ubuntu  MySQL  Automation Tools  Scripting  Windows Server  JIRA  Distributed Systems  Configuration Management  Networking  Python  Docker  Ansible  Databases  Troubleshooting  Pipelines  Administration ,"A reputable organisation looking to hire talent in DevOps to lead their team of engineers
Responsibilities:
Implement and operate highly scalable, robust, distributed systems on cloud.
Automate infrastructure using configuration management tools and scriptings.
To monitor systems daily and respond to security concerns.
Deploy and manage solutions on cloud with CI/CD pipelines.
Work with software engineers to analyze business requirements and propose solutions using right technologies.
Troubleshoot and create tools to resolve incidents proactively.
To prepare and maintain technical documentation.
Provide first level after-hours support.
To optimize infrastructure around cost, system security, geographical proximities etc.
To lead and manage devops engineers.
Requirements:
At least 5 years of hands-on experience as a DevOps engineer
AWS solution architect certified - a must
Expertise in infrastructure automation tools: Ansible, Salt, Chef, Puppet or CloudFormation
Expertise in administration, configuration, optimization and monitoring of both Linus(CentOS, ubuntu and Amazon Linux) and Windows Server
Expertise administering CI/CD tools ie Git, Jira, GitLab, or Jenkins
Experienced setting up monitoring tools ie ELK, Splunk, Grafana, cloud watch
Experience in containerizaiton technologies (Kubernetes, EKS, ECS, Docker Platform)
Experience in Microservice and Container-based application architectures(preferably AWS)
Good scripting skills for automation ie bashm python, ruby
Solid understanidng of networking, routing, troubleshooting skills.",Other,IT,Other Software/Hardware/EDP,16-03-2022,10 days ago
Full Stack Developer (contract),Nsearch Global Pte. Ltd.,96000-132000 SGD Per Annum,Permanent Job,2-5 Years,Git  MongoDB  Website Development  Kubernetes  Design Patterns  Test Driven Development  MySQL  Agile  Javascript  Mariadb  Python  Mobile Applications  Angular  Docker  Web Applications  Software Development ,"Design and Develop Restful API/Webservices on cloud platform for service and consumption
Gather and refine specification and requirements based on technical needs.
Analyse and optimise performance and reliability for the front end of the applications.
Build responsive Web applications using React JS
Building Microservices with the 12 Factor App Pattern on Pivotal Cloud Foundry(PCF)
Create and maintain software automation using CI-CD
Deliver and integrate Microservices with web and mobile applications.
Follow Agile Software methodologies for development.
Write automated unit, feature and regression test suites.
Hands-on experience with Java/Web frameworks and tools including Java/JEE, Python, Spring Boot Framework, Redis/Aerospike, ReactJS, Kafka, MongoDB, Cloud Foundry or similar cloud technology(AWS)
DevOps and CICD knowledge e.g. Git, Jenkins, Sonar Qube, Docker, unit test and Test driven development
Familiarity with the database technologies, preferably MariaDB, MySQL, NoSQL
You are able to develop services that constitute front to back applications
Object Oriented analysis and design using common design patterns
Knowledge in different domains, programming languages and client environments
Knowledge of containerization and Kubernetes will be added advantage
EA License No: 10C3636
EA Personnel Name: Nisha Gupta
EA Personnel Registration Number: R1659717",Other,IT,Other Software/Hardware/EDP,16-03-2022,10 days ago
System Support Engineer,Novacitynets Pte Ltd,36000-54000 SGD Per Annum,Permanent Job,2-5 Years,Azure  Data Center  Vmware  San  Unix  Sql  Networking  Windows  Solaris  Linux  Technical Support  Tape  Troubleshooting  Hardware  Active Directory  Administration ,"JOB SUMMARY:
To provide on-site installation and technical support for Servers and Network equipment for customer Data Center or Cloud environment.
DUTIES AND RESPONSIBILITIES :
Provide installation and technical support including but not limited to the following platforms:
Desktop (in house)
Hardware Able to troubleshoot PC problems up to board and cards level (including replacement of faulty parts)
OS Windows 10
Server (in house)
Able to troubleshoot server problems
OS Windows 2012R2, 2016 and 2019, Unix Linux , Solaris
Others Antivirus, Backup software, any other official software's
-Provide installation and technical support to customers including but not limited to the following Server, network equipment and accessories:
VMware, Network hub, switch, router, load balancer, SAN, NAS
Accessories UPS, external storage, tape drive, autoloader
-Develop automation scripts to improve operational efficiency. Candidate should have basic programming knowledge, in any programming platform.
-Provide commercial (Azure, AWS, Google) cloud engineering and support.
Good to have cloud platform experience.
-Performs other related duties as required and assigned by the supervisor
Expected Salary Range: $ 3000 - 4500",,IT,Other Software/Hardware/EDP,16-03-2022,10 days ago
Java Developer,Wipro Limited (singapore Branch),48000-96000 SGD Per Annum,Permanent Job,2-5 Years,Requirements Gathering  Struts  Javascript  Information Technology  Sql  Authentication  Java  J2EE  Software Development  Hibernate  Sustainability  Business Analysis  Robotics  Consulting  Business Process ,"About Wipro
Wipro Limited is a leading global information technology, consulting and business process services company. We harness the power of cognitive computing, hyper-automation, robotics, cloud, analytics and emerging technologies to help our clients adapt to the digital world and make them successful.
A company recognized globally for its comprehensive portfolio of services, strong commitment to sustainability and good corporate citizenship, we have over 220,000 dedicated employees serving clients across six continents. Together, we discover ideas and connect the dots to build a better and a bold new future.
Java Developer
Will be part of the development team that will work under the application lead to delivery enhancements and fix issues. The role will also work with the client IT team and users, when needed, to understand the requirements and design the application.
Responsibilities
Business analysis and requirements gathering
Java/J2EE, Struts, SPRING BOOT, SPRING Batch in developing enterprise applications.
Develop complex and highly interactive web based GUI with technologies such as jQuery/Bootstrap/Angular
JBOSS/Apache server Application configuration
AD integration & authentication
Integrating with Govt Agency Services
Write new code and maintain existing/re-usable code.
Requirement
Must have strong communication skillset
Must be able to setup the environments, develop the relevant portions of the applications and perform the testing (as necessary)
Must be able to brief on the technical aspects of the design and development of requirements
Experience with Jave/J2EE
Degree in IT/ related.
We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.
We are an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, caste, creed, religion, gender, marital status, age, ethnic and national origin, gender identity, gender expression, sexual orientation, political orientation, disability status, protected veteran status, or any other characteristic protected by law.",Other,"IT , Banking","Product Manager - Auto/Home/Personal Loan , Other Software/Hardware/EDP",16-03-2022,10 days ago
.NET Developers,Wipro Limited (singapore Branch),48000-96000 SGD Per Annum,Permanent Job,2-5 Years,Aspnet  Requirements Gathering  .NET  REST  Application Development  Javascript  Information Technology  SQL Server  Authentication  Sustainability  Business Analysis  Sharepoint  Robotics  Consulting  Business Process ,"About Wipro
Wipro Limited is a leading global information technology, consulting and business process services company. We harness the power of cognitive computing, hyper-automation, robotics, cloud, analytics and emerging technologies to help our clients adapt to the digital world and make them successful.
A company recognized globally for its comprehensive portfolio of services, strong commitment to sustainability and good corporate citizenship, we have over 220,000 dedicated employees serving clients across six continents. Together, we discover ideas and connect the dots to build a better and a bold new future.
.NET Developers
Part of the development team that will work under the application lead to delivery enhancements and fix issues. He/she will also work with the client IT team and users, when needed, to understand the requirements and design the application.
Responsibilities
Business analysis and requirements gathering
Enterprise application development using .NET
Administration and development of SharePoint applications
Develop complex and highly interactive web based GUI with technologies such as jQuery/Bootstrap/Angular
AD integration & authentication
Integrating with Govt Agency Services using REST APIs
Write new code and maintain existing/re-usable code.
Requirement
Must have strong communication skillset
Must be able to setup the environments, develop the relevant portions of the applications and perform the testing (as necessary)
Must be able to brief on the technical aspects of the design and development of requirements
Experience with .NET jQuery/Angular
Degree in IT/ related.
We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.
We are an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, caste, creed, religion, gender, marital status, age, ethnic and national origin, gender identity, gender expression, sexual orientation, political orientation, disability status, protected veteran status, or any other characteristic protected by law.",Other,"IT , Banking","Product Manager - Auto/Home/Personal Loan , Other Software/Hardware/EDP",16-03-2022,10 days ago
Technical SAC Architect,Icon Services Pte. Ltd.,216000-240000 SGD Per Annum,Permanent Job,10-15 Years,SAP  Java  Technical Sales  Technical Support  Ability To Multitask  Mentoring  Consolidation  Financial Planning  Architect  Architectural  Translating  architects  SAP Solutions  Budgeting  Presentation Skills  Business Process ,"You are expected to create strategic roadmaps, blueprints, and solution designs for application project initiatives in conjunction with the Global Architecture Function
The role involves:
Contribute/Lead design and blueprinting sessions for SAP BPC, SAP Group Reporting, and SAP Analytics Cloud (SAC) implementations
Review and/or participate in solution build and test activities on BPC or SAC Planning implementations rollouts, or upgrade projects
Review business processes and advise clients on system services available within for SAP BPC, SAP Group Reporting, and SAP Analytics Cloud (SAC) application
Experience on SAC as a planning tool, creating planning data models and working with categories actual, budget, planning, forecast, rolling forecast
Experience in understanding technical details, functions of multiple applications/complex systems and their integration.
Designed and Implemented Data Model for BPC or SAC based Planning and Consolidation solution for Financial Planning & Budgeting Application, Cost Center Planning and Revenue Planning applications
Maintains a network with architects at the technology vendors to provide the latest thinking around industry trends and best practices.
Supports and influences the analysis, design and support of software solutions that meet business partner needs; primary area of focus will be on SAP BPC, Group Reporting an SAC planning
Strong organizational skills and ability to multi-task in support of multiple projects at a time
The ideal candidate should possess:
Bachelor's degree from an accredited college or university is preferred
Minimum 10 years of SAP BPC, Group Reporting or SAC Planning hands-on experience in implementing planning solutions of high complexity and large scale.
Experience in translating business process requirements into SAP solutions
Experience in architectural planning and development in the SAP product ecosystem
Ability to effectively develop presentations and present ideas and proposals to all levels of management
Excellent verbal/written communication, collaboration, analytical and presentation skills.",,IT,Other Software/Hardware/EDP,15-03-2022,9 days ago
"Senior/Engineer, Technology Development",M1 Limited,45600-69600 SGD Per Annum,Permanent Job,0-2 Years,Multimedia  Wireless  Webrtc  Virtualisation  Mobile Technology  Due Diligence  Hardware  literacy  Technology Transfer  4G  trials  Process Optimisation  VoIP  Robotics  Nutrition  Product Development ,"We are looking for a passionate engineer who has the interest to dive deep into new technologies such as 5G to support both consumer and enterprise marketing use cases. Our team is involved in supporting several trials and proof-of-concept involving drones, cloud robotics, Industry 4.0 and many upcoming projects to drive the adoption of innovative 5G Use Cases to realise Singapore Smart Nation vision. Our team is involved in supporting several trials and proof-of-concept involving drones, cloud robotics, Industry 4.0 and many upcoming projects to drive the adoption of innovative 5G Use Cases to realise Singapore Smart Nation vision.
Job Responsibilities
Evaluate network features and new emerging radio technologies such as 5G
Work closely with corporate sales to propose & design an appropriate radio network solution
Engage academic institutions and vendors to conduct trials on new radio technology such as C-V2X
Verify new devices capability and performance for proper interworking with mobile network
Investigate and optimise technical issues related to IP-based network technologies
Job Requirements
Degree in Computer Science/Telecommunications Engineering
At least 1-year of working experience in Telco or related environment.
Enjoy working as a team.
High curiosity and interest in IT and mobile technology
At least 1-year experience in IP-based real-time multimedia communication technologies and protocols including VoIP, SIP, RTP, WebRTC and Websockets
At least 1-year of hands-on engineering experience with IP based WANs, LANs, transport hardware and software.
Experience in wireless technology such as 4G and 5G will be an added advantage.
Experience in network virtualisation setup will be an added advantage.",Other,"IT , Manufacturing/Engineering/R&D","Other Software/Hardware/EDP , Other Production/Engineering/R&D",16-03-2022,9 days ago
Enterprise Solution Architect,Integrated Health Information Systems Pte. Ltd.,96000-180000 SGD Per Annum,Permanent Job,7-10 Years,Solutioning  Artificial Intelligence  Information Technology  Enterprise Architecture  Java  Coaching  Mentoring  Budgets  Leadership  Architect  Strategy  Accountability  Budgeting  Team Player  It Strategy  Performance Management ,,Other,IT,Other Software/Hardware/EDP,16-03-2022,9 days ago
Lead/ Senior Systems Engineer (API Infrastructure),Central Provident Fund Board,52800-105600 SGD Per Annum,Permanent Job,2-5 Years,Switches  Web Service  Json  Xslt  Soap  Vmware  Scripting  Javascript  Html5  Operating Systems  Windows  Xpath  Soa  Api  Virtualization  Linux  Technical Support  Troubleshooting  Active Directory  Administration ,"As trustee of the nation's retirement savings, the Central Provident Fund (CPF) Board helps 4 million CPF members save for their retirement, healthcare and housing needs. Every CPF Ambassador plays a vital role in helping Singaporeans save for a secure retirement. So long as you have the passion and commitment to serve the public, you will find your niche in our big family.
Information Technology
IT systems form the backbone of our operations. We are looking for individuals with passion and IT expertise, to help us improve the delivery of our systems and services. The Board's IT systems support a high daily volume of financial transactions for CPF members. In addition to keeping the lights on, the Board also keeps pace with the external environment through innovation in its IT systems.
Responsibilities
You will be responsible for the delivery and operations of API platform.
Requirements
At least 4 years of hands-on experience in operating and supporting API platform
Experience in deploying API gateways to multiple cloud platforms both on-prem and public clouds
Experience in API/ web service gateway administration including building, supporting, integrating and securing
Experience in RESTful, SOAP, ESB, JSON, JSON Schemas, XML, XML Schemas, WADL, XSLT, Xpath, HTML5, HTTP, FTP or JavaScript
Good knowledge of Linux systems administration or other operating systems
Good understanding of API Management, security techniques and governance principles
Good understanding of microservices, SOA principles, design patterns, and industry best practices
Position will be on 2-year contract
Seniority of appointment will commensurate with relevant work experience.",Other,IT,Other Software/Hardware/EDP,16-03-2022,8 days ago
